UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,與顧客聯絡方式,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,買A商品,過往滿意程度
U7551,32,SOHO,研究所,否,否,否,未知,7,jul,1,-1,未知,1,3
U6744,56,管理,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U38803,46,科技,大學,否,否,否,未知,7,jul,3,-1,未知,0,3
U13741,28,家管,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U37014,60,藍領,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U11753,40,科技,高中以下,否,否,是,未知,7,jul,1,-1,未知,0,3
U16308,43,管理,研究所,否,否,是,未知,7,jul,1,-1,未知,0,3
U35391,53,藍領,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U35871,33,藍領,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U43356,45,服務業,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U22111,51,藍領,高中,否,否,是,未知,7,jul,1,-1,未知,0,3
U35985,40,老闆,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U30390,35,管理,研究所,否,否,否,未知,7,jul,1,-1,未知,0,3
U20598,36,服務業,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U1050,26,服務業,大學,否,是,是,未知,7,jul,1,-1,未知,0,3
U18740,57,退休,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U29782,59,退休,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U32815,57,科技,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U21999,29,老闆,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U43817,51,科技,大學,否,否,否,未知,7,jul,2,-1,未知,0,3
U21082,39,藍領,高中,否,是,是,未知,7,jul,1,-1,未知,0,3
U22210,29,藍領,高中,否,否,是,未知,7,jul,1,-1,未知,0,3
U5458,44,家管,高中,否,否,否,未知,7,jul,3,-1,未知,0,3
U20902,32,服務業,大學,否,是,否,未知,7,jul,1,-1,未知,0,3
U28202,30,老闆,高中,否,是,是,未知,7,jul,1,-1,未知,0,3
U8266,35,老闆,大學,否,否,否,未知,7,jul,11,-1,未知,0,3
U10711,40,管理,研究所,否,否,是,未知,7,jul,2,-1,未知,0,3
U44551,29,藍領,高中,否,否,是,未知,7,jul,1,-1,未知,0,3
U43103,56,家管,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U20491,40,藍領,高中以下,否,否,否,未知,7,jul,2,-1,未知,0,3
U24128,31,科技,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U39721,33,服務業,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U15244,48,老闆,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U18354,35,服務業,大學,否,是,否,未知,7,jul,4,-1,未知,0,3
U3692,27,服務業,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U16334,34,老闆,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U29197,45,老闆,大學,否,否,是,未知,7,jul,1,-1,未知,1,3
U20115,27,管理,研究所,否,是,是,未知,7,jul,1,-1,未知,0,3
U21962,26,藍領,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U29330,28,科技,大學,否,否,是,未知,7,jul,1,-1,未知,1,3
U30548,49,藍領,高中,否,否,否,未知,7,jul,1,-1,未知,0,3
U44450,35,老闆,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U8068,51,退休,大學,否,是,否,未知,7,jul,3,-1,未知,0,3
U17118,37,老闆,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U8091,34,科技,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U40148,41,科技,大學,否,否,是,未知,7,jul,4,-1,未知,0,3
U10192,25,科技,研究所,否,否,是,未知,7,jul,1,-1,未知,0,3
U31395,39,老闆,大學,否,否,否,未知,7,jul,1,-1,未知,0,3
U10710,55,家管,高中以下,否,否,否,未知,7,jul,3,-1,未知,0,3
U7011,45,管理,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U31944,37,管理,研究所,否,否,否,未知,7,jul,3,-1,未知,0,3
U41682,40,科技,大學,否,否,是,未知,7,jul,1,-1,未知,0,3
U16860,36,藍領,大學,否,否,是,未知,7,jul,6,-1,未知,0,3
U44392,51,藍領,大學,否,否,否,未知,4,jul,1,-1,未知,0,3
U37089,54,退休,高中,否,是,否,未知,11,jul,2,-1,未知,0,3
U25028,39,家管,高中,否,是,否,未知,10,jul,1,-1,未知,0,3
U37889,54,家管,高中,否,是,否,未知,11,jul,2,-1,未知,0,3
U25200,48,科技,大學,否,是,否,未知,21,jul,5,-1,未知,0,3
U30943,29,科技,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U30039,40,SOHO,大學,否,否,否,未知,21,jul,16,-1,未知,0,3
U35569,44,老闆,大學,否,否,否,未知,21,jul,4,-1,未知,0,3
U15431,54,管理,研究所,否,是,否,未知,21,jul,10,-1,未知,0,3
U42101,27,管理,大學,否,是,否,未知,21,jul,3,-1,未知,0,3
U30529,37,科技,研究所,否,是,否,未知,21,jul,4,-1,未知,0,3
U44848,36,管理,研究所,否,否,是,未知,21,jul,2,-1,未知,0,3
U32969,34,科技,研究所,否,否,否,未知,21,jul,2,-1,未知,0,3
U38729,59,退休,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U28247,44,老闆,大學,否,否,是,未知,21,jul,2,-1,未知,0,3
U1415,51,家管,大學,否,否,是,未知,21,jul,8,-1,未知,0,3
U4880,27,藍領,高中,否,否,是,未知,21,jul,4,-1,未知,0,3
U28915,49,退休,高中,否,否,是,未知,21,jul,7,-1,未知,0,3
U24009,33,管理,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U8427,35,科技,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U29058,43,管理,研究所,是,否,否,未知,21,jul,2,-1,未知,0,3
U40764,29,管理,大學,否,否,是,未知,21,jul,2,-1,未知,0,3
U6088,31,服務業,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U6113,38,藍領,大學,否,是,是,未知,21,jul,2,-1,未知,0,3
U12384,36,工程,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U11900,30,管理,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U41432,28,藍領,高中,否,是,否,未知,21,jul,2,-1,未知,0,3
U25160,34,科技,大學,否,是,否,未知,21,jul,4,-1,未知,0,3
U25957,60,退休,大學,否,是,否,未知,21,jul,3,-1,未知,0,3
U3679,53,失業,高中以下,否,是,否,未知,21,jul,3,-1,未知,0,3
U42245,47,科技,研究所,否,是,否,未知,21,jul,7,-1,未知,0,3
U35699,44,藍領,高中,否,否,否,未知,21,jul,2,-1,未知,0,3
U20300,40,工程,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U36936,42,藍領,研究所,否,否,否,未知,21,jul,2,-1,未知,0,3
U37973,26,工程,高中以下,否,是,是,未知,21,jul,4,-1,未知,0,3
U20104,41,老闆,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U27256,34,老闆,大學,否,是,否,未知,21,jul,4,-1,未知,0,3
U31828,38,管理,研究所,否,是,是,未知,21,jul,1,-1,未知,0,3
U7802,53,工程,研究所,否,否,是,未知,21,jul,4,-1,未知,0,3
U3139,50,退休,高中,否,否,否,未知,21,jul,2,-1,未知,0,3
U7704,42,服務業,大學,否,否,是,未知,21,jul,2,-1,未知,0,3
U28273,31,科技,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U23742,30,服務業,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U26225,54,失業,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U22991,35,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U3401,32,管理,研究所,否,是,否,未知,21,jul,4,-1,未知,0,3
U34322,56,工程,研究所,否,否,否,未知,21,jul,3,-1,未知,0,3
U28569,35,老闆,大學,否,否,是,未知,21,jul,1,-1,未知,0,3
U39911,29,科技,研究所,否,否,否,未知,21,jul,2,-1,未知,0,3
U23542,26,藍領,大學,否,否,否,未知,21,jul,3,-1,未知,0,3
U43781,32,科技,大學,否,否,是,未知,21,jul,1,-1,未知,0,3
U11693,32,管理,研究所,否,是,否,未知,21,jul,3,-1,未知,1,3
U31371,33,藍領,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U19543,41,藍領,大學,否,否,是,未知,21,jul,6,-1,未知,0,3
U16337,52,工程,高中,否,否,否,未知,21,jul,2,-1,未知,0,3
U769,45,未知,高中,否,是,否,未知,21,jul,3,-1,未知,0,3
U37981,35,藍領,高中,否,否,否,未知,21,jul,3,-1,未知,0,3
U2001,26,服務業,大學,否,否,是,未知,21,jul,4,-1,未知,0,3
U22966,48,管理,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U2225,44,工程,大學,否,否,是,未知,21,jul,4,-1,未知,0,3
U33881,36,老闆,大學,否,是,否,未知,21,jul,7,-1,未知,0,3
U40211,58,藍領,高中以下,否,否,是,未知,21,jul,2,-1,未知,0,3
U31661,25,服務業,大學,否,否,否,未知,21,jul,2,-1,未知,0,3
U6945,25,藍領,高中,否,否,否,未知,21,jul,3,-1,未知,0,3
U12880,59,家管,高中,否,是,否,未知,21,jul,7,-1,未知,0,3
U6984,25,藍領,大學,否,否,否,未知,21,jul,3,-1,未知,0,3
U22692,34,老闆,大學,否,是,否,未知,21,jul,4,-1,未知,0,3
U36729,28,藍領,大學,否,否,否,未知,18,jul,7,-1,未知,0,3
U34307,27,藍領,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U33223,42,管理,研究所,否,是,否,未知,18,jul,5,-1,未知,0,3
U23835,32,管理,大學,否,是,是,未知,18,jul,5,-1,未知,0,3
U39132,26,服務業,大學,否,否,否,未知,18,jul,2,-1,未知,0,3
U10143,37,藍領,大學,否,是,否,未知,18,jul,3,-1,未知,0,3
U43627,60,科技,大學,否,否,是,未知,18,jul,2,-1,未知,0,3
U39272,26,藍領,大學,否,否,否,未知,18,jul,2,-1,未知,0,3
U1363,31,服務業,大學,否,否,否,未知,18,jul,2,-1,未知,0,3
U2415,30,服務業,高中以下,否,是,是,未知,18,jul,4,-1,未知,0,3
U24218,25,管理,研究所,否,是,否,未知,18,jul,4,-1,未知,0,3
U26873,38,藍領,大學,否,是,否,未知,18,jul,7,-1,未知,0,3
U6222,36,管理,研究所,否,是,否,未知,18,jul,2,-1,未知,0,3
U19354,43,管理,研究所,否,是,是,未知,18,jul,2,-1,未知,0,3
U14896,29,服務業,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U37185,47,科技,大學,否,否,是,未知,18,jul,3,-1,未知,0,3
U16711,31,工程,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U44515,26,老闆,大學,否,是,否,未知,18,jul,6,-1,未知,0,3
U16701,37,藍領,大學,否,是,否,未知,18,jul,3,-1,未知,0,3
U32007,36,管理,研究所,否,是,否,未知,18,jul,9,-1,未知,1,3
U43748,39,服務業,大學,否,是,是,未知,18,jul,17,-1,未知,0,3
U4346,51,管理,研究所,否,是,是,未知,18,jul,6,-1,未知,0,3
U14784,59,退休,大學,否,否,否,未知,18,jul,4,-1,未知,0,3
U26393,33,管理,大學,否,否,否,未知,18,jul,4,-1,未知,0,3
U2897,43,管理,高中,否,是,否,未知,18,jul,3,-1,未知,0,3
U24612,34,老闆,大學,否,否,否,未知,18,jul,3,-1,未知,0,3
U33038,29,失業,研究所,否,是,否,未知,18,jul,2,-1,未知,0,3
U15422,34,工程,研究所,否,是,是,未知,18,jul,10,-1,未知,0,3
U28766,33,服務業,高中,否,是,否,未知,18,jul,2,-1,未知,0,3
U4297,40,退休,高中,否,是,否,未知,18,jul,3,-1,未知,0,3
U41122,51,科技,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U16963,58,家管,高中,否,否,否,未知,18,jul,3,-1,未知,0,3
U6616,33,管理,研究所,否,是,是,未知,18,jul,9,-1,未知,0,3
U28229,31,管理,研究所,否,是,否,未知,18,jul,2,-1,未知,1,3
U22301,33,藍領,大學,否,否,是,未知,18,jul,12,-1,未知,0,3
U12033,32,藍領,大學,否,否,否,未知,18,jul,1,-1,未知,0,3
U30752,35,工程,研究所,否,是,否,未知,18,jul,2,-1,未知,1,3
U3503,34,藍領,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U11715,32,老闆,大學,否,否,否,未知,18,jul,3,-1,未知,0,3
U44184,34,藍領,大學,否,是,是,未知,18,jul,3,-1,未知,0,3
U33519,31,藍領,大學,否,是,是,未知,18,jul,4,-1,未知,1,3
U4859,28,老闆,大學,否,是,否,未知,18,jul,1,-1,未知,0,3
U9581,32,科技,大學,否,是,否,未知,18,jul,1,-1,未知,0,3
U6777,36,老闆,研究所,否,是,否,未知,18,jul,8,-1,未知,0,3
U9963,33,管理,研究所,否,是,是,未知,18,jul,2,-1,未知,0,3
U13950,29,老闆,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U20411,33,科技,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U20901,54,管理,高中,否,是,否,未知,18,jul,5,-1,未知,0,3
U28672,29,科技,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U19175,52,管理,研究所,否,否,否,未知,18,jul,2,-1,未知,0,3
U2378,32,老闆,大學,否,否,是,未知,18,jul,4,-1,未知,1,3
U4539,38,管理,研究所,否,否,否,未知,18,jul,2,-1,未知,0,4
U19693,28,藍領,大學,否,否,否,未知,18,jul,7,-1,未知,1,3
U37241,46,科技,研究所,否,否,是,未知,18,jul,5,-1,未知,0,3
U42693,37,管理,研究所,否,否,否,未知,18,jul,4,-1,未知,0,3
U33221,34,老闆,大學,否,否,是,未知,18,jul,2,-1,未知,0,3
U7012,31,老闆,大學,否,是,否,未知,18,jul,3,-1,未知,0,3
U12436,29,失業,大學,否,否,是,未知,18,jul,3,-1,未知,0,3
U24094,37,管理,研究所,否,是,否,未知,18,jul,3,-1,未知,0,3
U11954,29,老闆,大學,否,否,否,未知,18,jul,2,-1,未知,0,3
U27120,33,藍領,大學,否,否,是,未知,18,jul,3,-1,未知,0,3
U7610,36,管理,研究所,否,是,是,未知,18,jul,10,-1,未知,0,3
U36125,36,服務業,大學,否,是,是,未知,18,jul,6,-1,未知,0,3
U26051,47,服務業,高中以下,否,否,是,未知,21,jul,20,-1,未知,0,3
U6216,25,服務業,大學,否,否,是,未知,21,jul,2,-1,未知,1,3
U22723,44,管理,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U18619,27,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U27892,32,管理,研究所,否,是,否,未知,21,jul,8,-1,未知,0,3
U41673,31,藍領,高中,否,是,是,未知,21,jul,7,-1,未知,1,3
U35209,27,老闆,大學,否,否,是,未知,21,jul,2,-1,未知,0,3
U21624,34,科技,大學,否,是,否,未知,21,jul,3,-1,未知,0,3
U9588,43,老闆,大學,否,否,是,未知,21,jul,4,-1,未知,0,3
U20792,49,管理,研究所,是,否,是,未知,21,jul,1,-1,未知,0,3
U19227,35,學生,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U10592,38,管理,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U23962,38,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U33679,42,科技,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U8458,34,藍領,大學,否,否,是,未知,21,jul,1,-1,未知,0,3
U26463,29,藍領,大學,否,否,是,未知,21,jul,1,-1,未知,1,3
U6313,49,科技,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U9887,28,SOHO,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U21692,56,家管,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U3395,30,管理,研究所,否,是,是,未知,21,jul,4,-1,未知,0,3
U39310,44,藍領,高中,否,否,否,未知,21,jul,1,-1,未知,0,3
U25206,37,老闆,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U32612,57,管理,研究所,否,否,是,未知,21,jul,1,-1,未知,0,3
U28285,59,SOHO,研究所,否,是,否,未知,21,jul,3,-1,未知,0,3
U39080,34,藍領,高中,否,是,是,未知,21,jul,2,-1,未知,0,3
U20756,43,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U9992,50,家管,高中,否,是,否,未知,21,jul,1,-1,未知,0,3
U40070,60,退休,研究所,否,否,否,未知,21,jul,1,-1,未知,0,3
U29978,35,SOHO,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U25907,44,藍領,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U33363,25,服務業,大學,否,否,否,未知,21,jul,11,-1,未知,0,3
U39233,49,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U3377,27,SOHO,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U30332,47,藍領,高中,否,否,否,未知,21,jul,1,-1,未知,0,3
U15831,25,科技,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U22665,40,藍領,高中,否,是,否,未知,21,jul,4,-1,未知,1,3
U37371,51,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,1,3
U32869,52,藍領,高中,否,是,否,未知,21,jul,1,-1,未知,0,3
U9400,49,SOHO,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U17771,32,藍領,大學,否,是,是,未知,21,jul,5,-1,未知,0,3
U27319,51,SOHO,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U10641,58,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U44725,39,管理,研究所,否,是,否,未知,21,jul,3,-1,未知,1,3
U31358,37,管理,研究所,否,否,是,未知,21,jul,2,-1,未知,0,3
U40348,58,家管,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U34353,44,科技,大學,否,是,否,未知,21,jul,3,-1,未知,0,3
U1999,47,服務業,大學,否,否,是,未知,21,jul,15,-1,未知,0,3
U17393,47,科技,大學,否,是,否,未知,21,jul,2,-1,未知,1,3
U3393,32,老闆,大學,否,是,否,未知,21,jul,3,-1,未知,0,3
U13469,33,科技,研究所,否,否,否,未知,21,jul,4,-1,未知,0,3
U36563,40,老闆,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U3553,50,科技,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U13583,32,服務業,高中,否,是,否,未知,21,jul,6,-1,未知,1,3
U44238,50,失業,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U29931,34,SOHO,研究所,否,是,否,未知,21,jul,7,-1,未知,0,3
U4260,58,科技,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U33935,40,管理,研究所,否,否,是,未知,21,jul,2,-1,未知,0,3
U29739,36,管理,大學,否,否,否,未知,21,jul,2,-1,未知,0,3
U42746,35,藍領,大學,否,否,是,未知,21,jul,4,-1,未知,0,3
U17907,29,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U29355,36,科技,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U21073,56,退休,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U37584,49,管理,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U43857,25,藍領,大學,否,是,否,未知,21,jul,4,-1,未知,0,3
U334,37,家管,研究所,否,是,否,未知,21,jul,2,-1,未知,0,3
U4495,28,科技,研究所,否,否,否,未知,21,jul,3,-1,未知,0,3
U10605,37,老闆,大學,否,否,否,未知,21,jul,2,-1,未知,0,3
U32304,31,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U26675,44,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U13338,37,老闆,研究所,否,否,否,未知,21,jul,1,-1,未知,0,3
U13426,35,管理,研究所,否,否,否,未知,21,jul,1,-1,未知,0,3
U449,33,科技,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U36881,38,藍領,高中,否,是,否,未知,21,jul,1,-1,未知,0,3
U29231,46,科技,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U13908,31,老闆,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U11846,55,科技,研究所,否,是,否,未知,21,jul,4,-1,未知,0,3
U2283,31,家管,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U44213,42,藍領,大學,否,否,否,未知,21,jul,4,-1,未知,0,3
U11616,36,藍領,大學,否,是,否,未知,21,jul,6,-1,未知,0,3
U27064,29,藍領,高中,否,是,是,未知,21,jul,1,-1,未知,0,3
U18307,31,藍領,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U5365,39,科技,大學,否,否,是,未知,21,jul,1,-1,未知,0,3
U12495,28,科技,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U29116,34,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U412,32,服務業,高中,否,否,是,未知,21,jul,4,-1,未知,0,3
U35105,38,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U27858,29,服務業,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U32139,46,老闆,大學,否,否,是,未知,21,jul,3,-1,未知,0,3
U7495,53,科技,高中,否,否,否,未知,21,jul,1,-1,未知,0,3
U267,51,老闆,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U6219,31,藍領,大學,否,是,否,未知,21,jul,4,-1,未知,0,3
U28720,42,藍領,大學,否,否,否,未知,21,jul,2,-1,未知,0,3
U15150,36,工程,高中,否,否,否,未知,21,jul,1,-1,未知,0,3
U24271,28,老闆,大學,否,否,是,未知,21,jul,2,-1,未知,0,3
U43481,29,科技,研究所,否,是,否,未知,21,jul,4,-1,未知,0,3
U9156,56,退休,研究所,否,否,是,未知,21,jul,1,-1,未知,1,3
U11007,34,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U30636,25,失業,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U18946,34,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U14881,27,老闆,大學,否,否,是,未知,21,jul,1,-1,未知,0,3
U30014,38,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U9037,38,失業,大學,否,是,是,未知,21,jul,2,-1,未知,0,3
U8303,57,失業,大學,否,否,否,未知,21,jul,8,-1,未知,0,3
U2503,44,管理,研究所,否,是,是,未知,21,jul,8,-1,未知,0,3
U10020,31,服務業,大學,否,是,是,未知,21,jul,4,-1,未知,0,3
U4035,30,科技,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U33012,35,科技,高中以下,否,否,否,未知,21,jul,10,-1,未知,0,3
U39913,33,工程,大學,否,是,否,未知,21,jul,6,-1,未知,0,3
U37825,32,老闆,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U13788,35,科技,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U42166,28,管理,研究所,否,是,否,未知,21,jul,4,-1,未知,0,3
U23587,42,藍領,高中,否,是,否,未知,21,jul,4,-1,未知,0,3
U23745,27,失業,大學,否,是,否,未知,21,jul,6,-1,未知,0,3
U31193,56,藍領,高中,否,是,否,未知,21,jul,1,-1,未知,0,3
U17747,33,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U18328,30,服務業,大學,否,是,否,未知,21,jul,2,-1,未知,0,3
U16635,27,藍領,研究所,否,否,否,未知,21,jul,1,-1,未知,0,3
U22031,35,科技,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U34249,35,服務業,研究所,否,是,否,未知,11,jul,2,-1,未知,0,3
U4066,37,家管,大學,否,是,否,未知,21,jul,3,-1,未知,0,3
U36786,30,藍領,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U22766,33,失業,大學,否,否,是,未知,21,jul,2,-1,未知,0,3
U14136,41,科技,大學,否,是,否,未知,21,jul,1,-1,未知,0,3
U11766,39,藍領,大學,否,是,是,未知,21,jul,1,-1,未知,0,3
U12215,37,管理,研究所,否,是,否,未知,21,jul,1,-1,未知,0,3
U13921,37,科技,大學,否,否,否,未知,21,jul,1,-1,未知,0,3
U20185,32,管理,研究所,否,否,是,未知,21,jul,1,-1,未知,0,3
U21894,45,藍領,高中,是,否,是,未知,18,jul,9,-1,未知,0,3
U15713,50,服務業,大學,否,否,是,未知,18,jul,9,-1,未知,0,3
U29316,33,服務業,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U11058,58,藍領,高中,否,是,是,未知,18,jul,1,-1,未知,0,3
U23182,34,管理,研究所,否,是,否,未知,18,jul,2,-1,未知,0,3
U26940,32,老闆,大學,否,是,否,未知,18,jul,4,-1,未知,0,3
U42299,51,科技,大學,否,否,是,未知,18,jul,2,-1,未知,0,3
U24200,45,管理,研究所,否,是,否,未知,18,jul,3,-1,未知,0,3
U37169,35,老闆,大學,否,是,否,未知,18,jul,3,-1,未知,0,3
U30772,43,管理,研究所,否,是,是,未知,18,jul,11,-1,未知,0,3
U36071,52,科技,研究所,否,否,否,未知,18,jul,1,-1,未知,0,3
U27994,31,老闆,研究所,否,否,是,未知,18,jul,2,-1,未知,0,3
U14793,51,藍領,大學,否,是,否,未知,18,jul,4,-1,未知,0,3
U30528,43,管理,高中以下,否,是,否,未知,18,jul,6,-1,未知,0,3
U24301,60,退休,大學,否,否,否,未知,18,jul,10,-1,未知,0,3
U12147,46,SOHO,大學,否,否,否,未知,18,jul,10,-1,未知,0,3
U43200,52,科技,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U11762,34,科技,大學,否,是,是,未知,18,jul,4,-1,未知,0,3
U42684,46,家管,高中,否,是,否,未知,18,jul,2,-1,未知,1,3
U27410,43,管理,大學,是,是,是,未知,18,jul,4,-1,未知,0,3
U31208,54,科技,研究所,否,是,否,未知,18,jul,3,-1,未知,1,3
U32517,40,工程,大學,否,是,否,未知,18,jul,3,-1,未知,1,3
U34320,34,工程,大學,否,是,否,未知,18,jul,3,-1,未知,0,3
U25696,33,管理,研究所,否,是,否,未知,18,jul,7,-1,未知,0,3
U18269,46,藍領,大學,否,是,否,未知,18,jul,4,-1,未知,0,3
U19990,45,服務業,大學,是,否,否,未知,18,jul,8,-1,未知,0,3
U19320,31,藍領,大學,否,是,否,未知,18,jul,3,-1,未知,0,3
U31253,34,管理,研究所,否,是,否,未知,18,jul,5,-1,未知,0,3
U43308,49,管理,研究所,否,是,是,未知,18,jul,3,-1,未知,0,3
U39097,40,科技,研究所,否,是,是,未知,18,jul,2,-1,未知,0,3
U43509,31,服務業,大學,否,否,否,未知,18,jul,2,-1,未知,0,3
U14795,42,老闆,大學,否,是,否,未知,18,jul,7,-1,未知,0,3
U7322,33,老闆,大學,否,否,否,未知,18,jul,3,-1,未知,0,3
U25225,46,工程,大學,否,否,是,未知,18,jul,1,-1,未知,0,3
U33941,31,科技,大學,否,是,否,未知,18,jul,1,-1,未知,0,3
U31097,36,管理,研究所,否,是,否,未知,18,jul,1,-1,未知,0,3
U11741,27,服務業,大學,否,否,否,未知,18,jul,1,-1,未知,0,3
U36441,47,老闆,大學,否,是,否,未知,18,jul,2,-1,未知,0,3
U1802,44,藍領,大學,否,是,否,未知,18,jul,1,-1,未知,0,3
U34499,28,藍領,大學,否,是,是,未知,18,jul,6,-1,未知,0,3
U21123,31,學生,研究所,否,是,否,未知,18,jul,1,-1,未知,0,3
U19910,30,管理,研究所,否,是,是,未知,18,jul,1,-1,未知,0,3
U23873,52,科技,大學,否,否,是,未知,18,jul,1,-1,未知,0,3
U31490,35,管理,研究所,否,是,是,未知,18,jul,1,-1,未知,0,3
U5871,32,藍領,高中,否,是,否,未知,18,jul,1,-1,未知,0,3
U24426,31,藍領,大學,否,是,否,未知,18,jul,1,-1,未知,0,3
U11742,30,管理,研究所,否,是,否,未知,18,jul,1,-1,未知,0,3
