Prod_output_num,locations,gender,age,click_on_prod,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy,UID
510,Taipei,Female,45,10,103821.47,3,0,0,77878.62,0,4625
506,Taipei,Female,32,3,0,4,1,0,80823.02,0,4626
605,Taipei,Male,39,7,0,4,0,0,119348.28,0,4627
650,Tainan,Male,32,1,132187.73,3,1,0,178331.36,0,4628
850,Taichung,Male,49,8,98649.55,4,1,1,119174.88,1,4629
489,Taichung,Male,38,2,126444.08,3,1,0,82662.73,0,4630
659,Taichung,Female,30,8,154159.51,4,1,1,40441.1,0,4631
753,Taipei,Female,43,5,0,3,1,1,109881.71,0,4632
477,Taichung,Male,48,8,129250,3,1,0,157937.35,0,4633
610,Tainan,Female,45,3,0,4,1,1,38276.84,1,4634
619,Taipei,Female,33,2,167733.51,3,1,0,65222.48,0,4635
619,Taichung,Female,31,2,56116.3,3,0,1,2181.94,0,4636
758,Taipei,Female,30,3,141581.08,4,1,1,156249.06,0,4637
516,Taichung,Male,50,7,139675.07,3,1,1,45591.23,0,4638
789,Taipei,Female,27,8,66201.96,4,1,0,79458.12,0,4639
687,Taipei,Female,44,9,0,3,0,1,103042.2,1,4640
485,Taichung,Male,34,3,133658.24,4,1,1,70209.83,0,4641
446,Taichung,Male,25,3,136202.78,4,1,1,176743.51,0,4642
597,Taipei,Female,60,0,131778.08,4,0,1,10703.53,1,4643
712,Tainan,Male,74,5,0,3,0,1,151425.82,0,4644
522,Taipei,Female,34,3,0,3,1,0,3894.34,0,4645
805,Taichung,Female,26,8,42712.87,3,1,0,28861.69,0,4646
781,Taipei,Female,28,4,0,3,1,1,177703.15,0,4647
689,Tainan,Female,57,4,0,3,1,1,136649.8,1,4648
670,Taichung,Male,31,1,142631.54,3,1,0,175894.24,0,4649
670,Taipei,Male,33,2,141204.65,3,1,1,76257.46,0,4650
524,Taichung,Female,25,7,131402.21,4,0,1,193668.49,0,4651
734,Tainan,Female,39,3,92636.96,3,1,0,125671.29,0,4652
489,Taipei,Female,51,3,0,3,0,0,174098.28,1,4653
578,Taichung,Female,31,5,102088.68,1,0,1,187866.21,1,4654
622,Tainan,Male,39,9,0,3,0,0,100862.36,0,4655
843,Taipei,Female,38,8,134887.53,4,1,0,10804.04,0,4656
687,Taipei,Male,48,4,0,3,1,0,170893.85,0,4657
700,Tainan,Male,28,8,159900.38,4,0,1,22698.56,0,4658
410,Taichung,Female,50,2,102278.79,3,1,1,89822.48,0,4659
537,Taipei,Female,41,0,0,3,0,0,175262.49,0,4660
780,Taipei,Female,43,0,0,4,0,0,15705.27,0,4661
652,Tainan,Male,58,6,0,3,0,0,170025.43,0,4662
620,Taichung,Male,35,0,76989.97,4,1,0,17242.79,0,4663
697,Taipei,Female,23,10,0,3,1,0,79734.23,0,4664
786,Taipei,Male,35,3,0,3,1,1,92712.97,0,4665
850,Taichung,Female,39,5,114491.82,4,1,1,99689.48,0,4666
749,Taichung,Male,54,3,144768.94,4,1,1,93336.3,1,4667
445,Taipei,Male,31,7,145056.59,4,1,0,175893.53,0,4668
443,Taichung,Male,50,3,117206.3,4,1,1,42840.18,1,4669
637,Taichung,Male,41,2,138014.4,3,1,1,140298.24,0,4670
616,Taichung,Female,45,6,128352.59,2,1,0,144000.59,1,4671
756,Taipei,Female,23,1,112568.31,4,1,0,113408.11,0,4672
644,Taipei,Male,33,2,0,4,1,1,96420.58,0,4673
850,Taichung,Male,41,1,176958.46,3,0,0,125806.3,0,4674
703,Taichung,Female,38,9,99167.54,4,1,1,65720.92,0,4675
684,Tainan,Female,42,3,103210.27,4,1,1,31002.03,0,4676
706,Taichung,Female,48,10,104478.12,2,0,0,158248.71,1,4677
580,Tainan,Male,61,8,125921.37,4,1,0,94677.83,0,4678
777,Tainan,Female,35,3,0,3,1,0,17257.72,0,4679
676,Taichung,Male,48,3,80697.44,4,0,1,101397.86,0,4680
708,Taipei,Female,44,2,161887.81,3,1,1,84870.23,0,4681
809,Taipei,Male,24,7,109558.36,4,1,1,183515.13,0,4682
588,Taipei,Male,38,1,124271.26,4,1,1,75969.19,0,4683
623,Taipei,Male,43,1,0,3,1,0,146379.3,0,4684
537,Tainan,Male,42,1,190569.23,4,0,0,127154.8,0,4685
536,Tainan,Male,53,2,143923.96,4,1,1,2019.78,1,4686
769,Taipei,Male,48,2,96542.16,3,0,0,197885.72,0,4687
690,Taipei,Male,33,5,0,3,1,1,138017.68,0,4688
771,Tainan,Male,45,0,139825.56,4,0,1,170984.97,1,4689
497,Taichung,Male,24,6,111769.14,3,1,1,55859.27,0,4690
622,Tainan,Male,37,4,0,3,1,1,4459.5,0,4691
602,Tainan,Male,30,9,113672.18,3,0,1,102135.92,0,4692
543,Taipei,Female,32,7,147256.86,4,1,1,112771.95,0,4693
520,Tainan,Male,45,7,107023.03,4,1,1,32903.93,0,4694
669,Taipei,Male,37,1,125529.55,4,1,0,162260.93,0,4695
631,Tainan,Female,41,0,0,4,0,1,87959.83,0,4696
537,Taichung,Male,48,4,131834.8,4,1,1,166476.95,1,4697
732,Taipei,Male,62,2,0,3,1,0,25438.87,0,4698
844,Tainan,Male,56,5,99529.7,4,0,0,157230.06,1,4699
838,Tainan,Male,35,0,0,3,0,0,197305.91,0,4700
652,Taipei,Male,27,10,107303.72,3,0,1,44435.76,0,4701
660,Taipei,Male,33,0,72783.42,4,0,1,181051.99,0,4702
692,Tainan,Female,44,8,0,4,0,0,159069.37,0,4703
588,Taipei,Female,35,0,0,3,1,0,155485.24,0,4704
533,Taichung,Female,22,10,115743.6,4,0,1,43852.05,0,4705
850,Taipei,Male,43,4,161256.53,4,1,0,140071.57,0,4706
511,Taipei,Male,27,8,0,3,1,0,49089.36,0,4707
530,Tainan,Male,44,6,0,3,0,1,55893.37,0,4708
554,Taipei,Male,31,1,0,3,0,0,192660.55,0,4709
585,Taichung,Female,40,3,162261.01,3,1,1,137028.51,0,4710
754,Taipei,Male,39,3,74896.33,4,0,1,34430.16,0,4711
474,Taipei,Male,54,3,0,4,1,1,108409.17,1,4712
837,Taichung,Male,35,0,144037.6,4,1,1,145325.32,0,4713
567,Taipei,Female,23,9,93522.2,4,0,0,81425.61,0,4714
800,Tainan,Male,38,1,0,3,1,1,51553.43,0,4715
646,Taipei,Male,18,10,0,3,0,0,52795.15,0,4716
627,Taichung,Male,38,8,106922.92,3,0,0,84270.09,0,4717
505,Taipei,Male,26,8,112972.57,4,1,1,145011.62,0,4718
566,Taichung,Female,35,1,123042,4,1,1,66245.44,1,4719
619,Taichung,Female,33,3,100488.92,3,0,0,36446.74,0,4720
757,Taipei,Female,44,4,123322.15,4,1,1,137136.29,0,4721
648,Taipei,Male,32,0,0,4,0,0,117323.31,0,4722
621,Tainan,Male,42,8,68683.68,4,1,0,74157.71,0,4723
543,Taichung,Male,49,6,59532.18,4,1,1,104253.56,0,4724
658,Taipei,Female,43,7,140260.36,3,1,1,2748.72,0,4725
633,Taichung,Male,50,7,88302.65,4,1,0,195937.16,0,4726
648,Taipei,Female,19,1,0,3,0,0,22101.86,0,4727
501,Taichung,Male,40,5,114655.58,4,0,1,126535.92,0,4728
683,Taipei,Female,42,4,148283.94,4,1,0,44692.63,1,4729
619,Tainan,Female,38,1,0,4,1,1,112442.63,1,4730
705,Taipei,Female,35,3,0,3,0,0,66331.01,0,4731
638,Taichung,Female,53,1,123916.67,4,1,1,16657.68,1,4732
710,Taipei,Female,31,1,0,3,1,1,20081.3,0,4733
590,Taipei,Female,54,4,0,3,1,0,93820.49,1,4734
725,Taipei,Male,43,2,165896,3,1,1,130795.52,0,4735
638,Taipei,Female,32,0,0,3,1,1,160129.99,0,4736
791,Taipei,Male,36,6,111168.97,4,1,0,189969.91,0,4737
702,Taipei,Female,40,1,103549.24,4,0,1,9712.52,1,4738
607,Taipei,Female,32,6,0,3,0,1,196062.01,0,4739
535,Taipei,Male,30,6,103804.97,4,1,0,125710.53,0,4740
651,Taipei,Male,45,2,165901.59,3,1,1,23054.51,1,4741
506,Taichung,Male,59,8,119152.1,3,1,0,170679.74,0,4742
511,Tainan,Female,57,8,122950.31,4,1,0,181258.76,0,4743
757,Taipei,Female,51,1,0,4,1,0,22835.13,1,4744
768,Taichung,Male,49,1,133384.66,4,1,1,102397.22,1,4745
757,Taipei,Male,32,9,0,3,1,1,115950.96,0,4746
663,Tainan,Male,64,6,0,3,0,0,15876.52,0,4747
537,Taichung,Female,37,7,158411.95,1,1,0,117690.58,1,4748
570,Taichung,Male,29,4,122028.65,3,1,0,173792.77,0,4749
850,Taipei,Female,35,5,0,4,1,0,80992.8,0,4750
661,Taichung,Female,64,8,128751.65,3,1,1,189398.18,1,4751
659,Taipei,Male,54,8,133436.52,4,1,1,56787.8,0,4752
454,Tainan,Male,40,2,123177.01,4,1,1,148309.98,0,4753
708,Taipei,Female,59,2,0,4,1,1,179673.11,1,4754
720,Taipei,Female,37,2,120328.88,3,1,0,138470.21,0,4755
785,Taipei,Female,39,1,130147.98,4,1,1,163798.41,1,4756
743,Tainan,Female,36,8,92716.96,4,1,0,33693.78,0,4757
493,Tainan,Female,48,7,0,3,1,1,48545.1,0,4758
557,Tainan,Male,34,3,0,4,0,0,123427.98,0,4759
850,Taipei,Male,40,1,76914.21,4,1,1,174183.44,0,4760
799,Taipei,Female,32,3,106045.92,3,1,0,17938,0,4761
756,Taipei,Male,34,1,103133.26,4,1,0,90059.04,0,4762
752,Taipei,Male,38,0,145974.79,3,1,0,137694.23,0,4763
696,Tainan,Female,36,3,0,2,1,1,65039.9,0,4764
630,Tainan,Female,49,1,0,3,0,0,162858.29,0,4765
659,Tainan,Female,38,9,0,3,1,0,35701.06,0,4766
685,Tainan,Male,39,9,0,3,1,0,18826.06,0,4767
599,Tainan,Female,31,3,0,4,1,0,130086.47,1,4768
559,Tainan,Female,31,1,139183.06,4,0,0,143360.56,0,4769
615,Tainan,Male,19,5,0,3,1,1,159920.92,0,4770
580,Taichung,Female,36,3,74974.89,4,1,0,12099.67,0,4771
487,Tainan,Male,44,6,61691.45,4,1,0,53087.98,0,4772
646,Taichung,Female,35,1,121952.75,3,1,0,142839.82,0,4773
811,Taipei,Female,35,7,0,4,1,0,178.19,0,4774
526,Tainan,Male,35,5,0,3,1,0,105618.14,0,4775
767,Tainan,Male,37,7,0,3,1,0,24734.25,0,4776
548,Taipei,Female,33,1,80107.83,3,0,0,82245.67,0,4777
737,Tainan,Female,45,2,0,3,0,0,177695.67,0,4778
613,Taichung,Male,40,1,147856.82,2,0,1,107961.11,1,4779
711,Tainan,Male,36,8,0,3,1,1,55207.41,0,4780
850,Tainan,Female,53,7,65407.16,3,0,1,182633.63,1,4781
752,Taipei,Female,53,8,114233.18,4,1,0,51587.04,0,4782
710,Taipei,Female,37,5,0,3,1,1,115403.31,0,4783
664,Tainan,Female,53,7,187602.18,4,1,1,186392.99,1,4784
510,Taipei,Female,22,3,156834.34,4,0,1,44374.44,0,4785
577,Taipei,Female,34,2,0,3,1,0,84033.35,0,4786
529,Taipei,Male,42,1,157498.9,4,1,0,82276.62,0,4787
757,Tainan,Female,44,9,0,3,1,1,177528.92,0,4788
691,Taipei,Male,41,2,0,4,1,0,56850.92,1,4789
621,Tainan,Male,34,8,0,4,0,1,47972.65,0,4790
709,Tainan,Male,35,2,0,3,1,1,104982.39,0,4791
756,Tainan,Male,19,4,130274.22,4,1,0,133535.29,0,4792
788,Taipei,Female,41,6,0,4,1,0,25571.37,0,4793
705,Taipei,Female,39,5,149379.66,3,1,1,96075.55,0,4794
483,Taipei,Male,29,9,0,4,1,0,81634.45,0,4795
719,Tainan,Male,35,1,100829.94,4,1,0,165008.97,0,4796
793,Taichung,Female,32,1,96408.98,4,1,0,138191.81,0,4797
593,Taipei,Male,41,6,0,3,1,0,99136.49,0,4798
551,Taipei,Male,52,1,0,4,0,1,63584.55,1,4799
690,Taipei,Male,39,6,0,3,1,1,160532.88,0,4800
823,Taipei,Male,71,5,149105.08,4,0,0,162683.06,0,4801
512,Tainan,Male,39,3,0,4,1,1,134878.19,0,4802
802,Tainan,Male,41,5,0,3,1,0,134626.3,0,4803
450,Tainan,Female,34,2,0,3,1,1,175480.93,0,4804
651,Taichung,Male,41,1,90218.11,4,1,1,174337.68,0,4805
697,Taipei,Female,33,1,87347.7,4,1,1,172524.51,0,4806
611,Taipei,Male,28,2,0,3,0,1,25395.83,0,4807
643,Taipei,Female,33,0,137811.75,4,1,0,184856.89,0,4808
822,Taipei,Male,37,3,105563,4,1,1,182624.93,0,4809
632,Taipei,Male,38,4,0,3,0,1,192505.62,0,4810
575,Tainan,Female,26,7,0,3,1,1,112507.63,0,4811
672,Taipei,Male,31,6,91125.75,4,1,1,177295.92,0,4812
517,Tainan,Male,39,3,0,3,0,0,12465.51,0,4813
621,Tainan,Male,39,8,0,3,1,1,36122.96,0,4814
775,Taichung,Female,77,6,135120.56,4,1,1,37836.64,0,4815
600,Taipei,Male,29,8,0,3,0,0,34747.43,0,4816
640,Taipei,Male,28,7,0,3,1,0,131097.9,0,4817
752,Taipei,Female,36,1,86837.95,4,1,0,105280.55,0,4818
613,Taipei,Male,26,4,100446.57,4,0,0,149653.81,0,4819
484,Taipei,Female,32,3,0,3,1,0,139390.99,0,4820
511,Taipei,Female,33,3,0,3,1,1,132436.71,0,4821
745,Taipei,Female,32,2,0,1,0,0,179705.13,1,4822
786,Tainan,Female,32,6,114512.59,4,1,1,15796.66,0,4823
727,Taipei,Male,35,5,136364.46,4,0,1,142754.71,0,4824
622,Taipei,Male,31,5,106260.67,4,1,0,2578.43,0,4825
794,Taipei,Male,24,10,146126.75,4,1,0,88992.05,0,4826
636,Tainan,Male,52,4,111284.53,4,0,0,32936.44,1,4827
741,Tainan,Female,42,9,121056.63,3,1,1,39122.58,0,4828
687,Taipei,Male,34,5,128270.56,4,1,1,191092.62,0,4829
660,Tainan,Male,30,4,0,3,1,1,129149.06,0,4830
660,Taipei,Male,35,7,0,3,1,1,13218.6,0,4831
617,Taipei,Female,79,7,0,4,1,0,160589.18,0,4832
762,Taipei,Male,32,10,191775.65,4,1,1,179657.83,0,4833
752,Tainan,Female,35,2,0,4,1,1,44335.54,1,4834
561,Tainan,Male,34,4,85141.79,3,1,0,29217.37,0,4835
609,Taipei,Male,26,10,126392.18,4,0,0,43651.49,0,4836
803,Taipei,Male,28,3,0,3,1,1,159654,0,4837
556,Taipei,Female,40,9,129860.37,4,0,1,17992.94,0,4838
531,Taipei,Female,53,5,127642.44,4,1,1,141501.45,1,4839
411,Taipei,Female,35,2,0,3,1,0,93825.78,0,4840
587,Taichung,Female,44,5,125584.17,3,1,0,41852.24,1,4841
683,Tainan,Male,56,7,50911.21,2,0,1,97629.31,1,4842
654,Taipei,Male,29,2,91955.61,4,1,1,37065.66,0,4843
670,Taichung,Female,36,2,84266.44,3,0,1,38614.69,0,4844
655,Taipei,Female,36,2,147149.59,4,1,0,87816.86,0,4845
752,Taipei,Female,36,7,0,3,1,1,184866.86,0,4846
534,Taipei,Female,23,5,104822.45,4,0,0,160176.47,0,4847
635,Taipei,Male,42,1,146766.72,3,0,0,164357.1,0,4848
491,Taichung,Male,70,6,148745.92,3,1,0,17818.33,0,4849
516,Taipei,Male,27,9,0,4,1,1,142680.64,1,4850
530,Taipei,Female,48,0,0,4,1,1,85081.09,0,4851
687,Tainan,Male,35,3,0,3,1,0,176450.19,0,4852
684,Taipei,Female,41,6,135203.81,3,1,0,121967.88,0,4853
706,Taichung,Male,23,2,93301.97,3,0,0,127187.04,0,4854
490,Taichung,Male,33,5,96341,3,0,1,108313.34,0,4855
796,Taipei,Male,44,8,165326.2,4,1,0,57205.55,0,4856
849,Taipei,Male,27,0,0,3,0,0,157891.86,0,4857
779,Taipei,Female,41,10,99786.2,4,1,1,86927.53,0,4858
794,Tainan,Female,22,4,114440.24,4,1,0,107753.07,0,4859
748,Tainan,Male,36,4,141573.55,4,1,1,82158.14,0,4860
663,Tainan,Female,22,9,0,4,1,1,29135.89,1,4861
645,Tainan,Female,55,1,133676.65,4,0,0,17095.49,0,4862
464,Taipei,Female,33,10,147493.7,3,1,1,100447.53,0,4863
737,Taipei,Male,54,9,0,4,1,1,83470.4,1,4864
590,Taipei,Female,29,4,0,3,1,1,121846.81,0,4865
522,Taichung,Female,37,3,95022.57,4,1,0,129107.59,0,4866
648,Taipei,Female,34,3,0,4,1,1,54726.43,0,4867
754,Taipei,Male,37,6,0,4,1,0,116141.72,0,4868
669,Taipei,Male,50,4,149713.61,2,1,0,124872.42,1,4869
648,Taichung,Female,43,1,107963.38,4,0,1,186438.86,1,4870
763,Taipei,Male,40,3,0,3,1,1,134281.11,0,4871
790,Tainan,Male,32,3,0,4,1,1,91044.47,0,4872
581,Taipei,Male,37,7,0,3,1,0,74320.75,0,4873
703,Taipei,Male,43,8,0,3,1,1,9704.66,0,4874
571,Taipei,Female,33,9,102017.25,3,0,1,128600.49,0,4875
657,Tainan,Female,27,8,0,3,0,1,6468.24,0,4876
737,Taipei,Male,44,7,0,3,0,1,57898.58,0,4877
793,Tainan,Male,29,8,96674.55,3,0,1,192120.66,0,4878
783,Tainan,Female,44,3,81811.71,4,1,1,164213.53,1,4879
751,Tainan,Male,33,4,79281.61,4,1,1,117547.76,0,4880
579,Taipei,Male,31,6,0,3,1,1,26149.25,0,4881
655,Taichung,Female,36,10,122314.39,4,1,1,9181.66,0,4882
614,Taichung,Male,43,8,140733.74,4,1,0,166588.76,0,4883
678,Taichung,Male,49,2,116933.11,4,1,1,195053.58,1,4884
562,Tainan,Male,41,5,165445.04,3,1,1,85787.31,0,4885
711,Taichung,Female,53,5,123805.03,4,1,1,102428.51,0,4886
620,Taipei,Male,37,0,107548.94,4,1,1,71175.94,0,4887
437,Taipei,Male,49,9,111634.29,3,0,0,166440.32,0,4888
691,Taichung,Female,41,8,109153.96,2,1,0,148848.76,1,4889
552,Tainan,Female,34,4,0,3,1,1,140286.69,0,4890
765,Taichung,Male,34,5,86055.17,3,1,0,104220.5,0,4891
707,Taichung,Female,51,10,98438.23,4,0,1,70778.63,1,4892
764,Tainan,Male,29,5,0,3,1,1,65868.28,0,4893
585,Taipei,Female,32,8,144705.87,3,0,1,171482.56,0,4894
784,Taipei,Male,31,7,0,3,1,0,143204.41,0,4895
605,Taipei,Male,41,5,91612.91,4,1,0,28427.84,0,4896
699,Tainan,Male,40,2,0,4,1,1,78387.32,0,4897
544,Taipei,Female,40,7,0,4,0,0,161076.92,0,4898
803,Taipei,Female,32,9,192122.84,4,1,0,54277.45,1,4899
735,Taipei,Male,41,7,179904,4,1,0,137180.95,0,4900
673,Taipei,Male,59,0,178058.06,3,0,0,21063.71,1,4901
652,Taipei,Male,30,2,176166.56,3,1,0,152210.81,0,4902
694,Taipei,Male,42,3,156864.2,3,0,1,88890.75,0,4903
741,Taipei,Female,44,7,0,3,1,0,190534.76,0,4904
590,Tainan,Male,30,3,0,3,1,1,83090.35,0,4905
809,Tainan,Female,33,3,0,3,0,0,141426.78,0,4906
523,Taipei,Male,34,2,161588.89,4,1,0,51358.66,0,4907
540,Taipei,Male,48,2,109349.29,4,1,1,88703.04,1,4908
596,Tainan,Female,29,6,0,3,1,1,116696.77,0,4909
597,Taipei,Female,36,9,0,3,1,0,7156.09,0,4910
407,Tainan,Male,37,1,0,4,1,0,49161.12,1,4911
748,Taipei,Male,60,0,152335.7,4,1,1,126743.33,1,4912
562,Taipei,Female,51,1,124662.54,4,1,0,65390.46,1,4913
734,Taichung,Female,47,10,91522.04,3,1,0,138835.91,0,4914
710,Taipei,Male,45,1,0,3,1,0,36154.66,0,4915
539,Tainan,Female,39,6,62052.28,4,0,0,59755.14,0,4916
542,Taipei,Male,32,7,107871.72,4,1,1,125302.64,0,4917
717,Taipei,Female,36,2,99472.76,3,1,1,94274.72,1,4918
682,Tainan,Female,50,10,128039.01,4,1,0,102260.16,0,4919
515,Taipei,Male,33,2,0,3,1,0,136028.97,0,4920
526,Tainan,Female,33,8,114634.63,3,1,1,110114.38,1,4921
702,Taipei,Male,26,5,56738.47,3,1,0,100442.22,1,4922
651,Taichung,Male,34,2,90355.12,3,0,1,193597.94,0,4923
792,Taichung,Male,36,5,115725.24,3,0,1,1871.25,0,4924
817,Taichung,Male,58,3,114327.59,3,1,0,42831.11,0,4925
674,Taichung,Female,36,6,100762.64,4,1,1,182156.86,0,4926
641,Taipei,Female,40,9,0,4,0,1,151648.66,1,4927
513,Tainan,Male,39,7,89039.9,3,1,0,146738.83,0,4928
561,Taipei,Male,34,1,78829.53,4,1,0,12148.2,0,4929
627,Taichung,Male,30,6,112372.96,4,1,0,118029.09,0,4930
682,Taichung,Male,81,6,122029.15,4,1,0,50783.88,0,4931
683,Taipei,Female,29,0,157829.12,4,0,1,129891.66,0,4932
420,Taichung,Female,31,1,108377.75,3,1,0,9904.63,0,4933
670,Taipei,Female,54,2,95507.12,4,1,0,63213.31,0,4934
505,Taichung,Male,43,6,127146.68,4,0,1,137565.87,0,4935
580,Taichung,Male,24,1,133811.78,4,1,1,17185.95,1,4936
577,Taipei,Male,36,3,121092.47,3,0,0,143783.46,0,4937
773,Taichung,Male,34,10,126979.75,4,0,1,36823.28,0,4938
616,Taipei,Male,37,5,144235.73,3,0,1,154957.66,1,4939
763,Taipei,Female,38,0,152582.2,3,0,1,31892.82,0,4940
640,Tainan,Male,43,9,172478.15,4,1,1,191084.4,1,4941
592,Taipei,Male,36,1,126477.42,4,0,1,179718.17,0,4942
528,Tainan,Male,43,7,97473.87,3,1,0,159823.16,0,4943
630,Taipei,Male,53,5,138053.67,4,0,0,114110.97,0,4944
529,Taipei,Female,31,2,164003.05,3,1,0,60993.23,0,4945
546,Taipei,Female,47,8,0,4,1,0,66408.01,1,4946
753,Taipei,Female,62,6,0,3,1,0,136398.9,0,4947
772,Tainan,Female,39,4,122486.11,3,1,0,140709.25,0,4948
567,Taipei,Male,36,1,0,3,0,1,8555.73,0,4949
628,Taichung,Female,45,6,53667.44,4,1,1,115022.94,0,4950
658,Taipei,Male,20,7,0,3,0,1,187638.34,0,4951
679,Tainan,Male,58,9,109327.65,4,1,0,3829.13,0,4952
629,Tainan,Male,34,1,121151.05,4,0,1,119357.93,0,4953
731,Tainan,Male,42,9,101043.63,4,1,0,192175.52,0,4954
775,Taichung,Male,33,3,83501.66,3,1,1,128841.31,0,4955
660,Tainan,Male,33,2,80462.24,4,0,1,150422.35,0,4956
752,Taipei,Male,39,3,0,4,1,1,188187.05,0,4957
655,Taipei,Male,37,6,109093.41,3,1,1,1775.52,0,4958
543,Tainan,Female,46,5,140355.6,4,1,0,85086.78,0,4959
811,Taipei,Male,42,10,0,3,1,0,3797.79,0,4960
689,Taichung,Male,45,0,130170.82,3,1,1,150856.38,0,4961
531,Taipei,Female,42,2,0,3,0,0,90537.47,0,4962
515,Taipei,Male,40,0,109542.29,4,1,0,166370.81,0,4963
466,Taipei,Female,41,3,33563.95,3,1,1,178994.13,1,4964
782,Taipei,Male,36,1,148795.17,3,1,0,195681.43,0,4965
611,Taipei,Male,64,9,0,3,1,0,53277.15,0,4966
621,Taichung,Male,40,8,174126.75,2,1,1,172490.78,1,4967
604,Tainan,Male,41,3,0,4,0,1,11819.84,0,4968
655,Tainan,Female,35,1,106405.03,4,1,0,82900.25,0,4969
689,Tainan,Male,38,2,0,4,1,0,82709.8,0,4970
681,Tainan,Male,30,2,128393.29,4,1,0,180593.45,0,4971
643,Taichung,Male,41,2,127841.52,4,1,1,172363.41,0,4972
617,Taipei,Female,24,4,137295.19,3,1,0,91195.12,0,4973
638,Tainan,Female,55,2,155828.22,4,0,0,108987.25,1,4974
743,Taipei,Male,39,6,0,3,1,1,44265.28,0,4975
828,Taichung,Female,25,7,144351.86,4,1,1,116613.26,0,4976
776,Tainan,Male,35,8,106365.29,4,1,0,148527.56,0,4977
540,Taichung,Male,35,7,127801.88,4,0,0,84239.46,0,4978
616,Taichung,Female,45,4,122793.96,4,1,0,62002.04,0,4979
628,Taichung,Male,38,10,113525.84,4,1,1,46044.48,1,4980
667,Tainan,Female,23,6,136100.69,3,0,1,169669.33,1,4981
615,Taipei,Male,30,7,0,3,1,0,156346.84,0,4982
543,Taipei,Male,30,4,140916.81,4,1,1,157711.18,0,4983
553,Taipei,Female,31,4,0,3,1,0,89087.4,0,4984
554,Taichung,Male,26,4,121365.39,4,1,0,8742.36,0,4985
684,Tainan,Female,36,4,0,4,1,1,117038.96,0,4986
452,Taipei,Female,35,7,0,3,1,1,164241.67,0,4987
606,Taipei,Male,47,3,93578.68,3,0,0,137720.56,1,4988
629,Taipei,Male,40,9,0,4,1,1,106.67,0,4989
659,Tainan,Female,33,8,115409.6,4,0,0,1539.21,0,4990
493,Taipei,Female,33,8,90791.69,4,1,0,59659.53,0,4991
794,Taipei,Female,62,9,123681.32,2,1,1,173586.63,1,4992
554,Taipei,Female,44,6,92436.86,4,1,1,126033.9,0,4993
796,Taichung,Female,52,9,167194.36,4,1,0,62808.93,1,4994
807,Taipei,Female,36,4,0,3,0,0,147007.33,0,4995
500,Taichung,Male,44,9,160838.13,3,1,1,196261.64,0,4996
722,Tainan,Male,43,1,0,4,1,1,44560.17,1,4997
559,Tainan,Female,40,7,144470.77,4,1,0,18917.95,0,4998
584,Tainan,Female,38,3,0,3,1,0,4525.4,0,4999
834,Taichung,Female,68,9,130169.27,3,0,0,93112.2,0,5000
754,Tainan,Male,35,4,0,3,1,0,9658.41,0,5001
590,Taipei,Male,43,7,81076.8,3,1,0,182627.25,1,5002
740,Taipei,Male,36,7,0,4,1,0,13177.4,0,5003
502,Taichung,Female,57,3,101465.31,4,1,1,43568.31,1,5004
733,Taipei,Male,48,5,0,4,0,0,117830.57,0,5005
755,Taichung,Female,37,0,113865.23,3,1,0,117396.25,0,5006
554,Tainan,Female,46,7,87603.35,2,0,0,96929.24,1,5007
534,Taipei,Male,36,4,120037.96,4,1,1,36275.94,0,5008
656,Tainan,Male,33,4,0,3,1,1,116706,0,5009
575,Taichung,Male,49,7,121205.15,1,1,0,168080.53,1,5010
480,Tainan,Male,47,8,75408.33,4,1,1,25887.89,1,5011
575,Taipei,Male,40,5,0,3,1,0,122488.59,0,5012
672,Taipei,Female,40,3,0,4,1,1,113171.61,1,5013
758,Tainan,Female,35,5,0,3,0,1,100365.51,0,5014
682,Taipei,Male,50,6,121818.84,3,0,0,124151.37,0,5015
501,Taipei,Female,29,8,0,3,1,1,112664.24,0,5016
746,Taichung,Male,34,6,141806,3,1,0,183494.87,0,5017
556,Taipei,Female,51,8,61354.14,4,1,1,198810.65,1,5018
823,Taichung,Female,53,4,124954.94,4,0,0,131259.6,1,5019
491,Taichung,Female,68,1,95039.12,4,0,0,116471.14,1,5020
638,Taipei,Female,29,9,103417.74,4,1,0,15336.4,0,5021
734,Taipei,Male,45,2,0,3,1,1,99593.28,0,5022
555,Taipei,Male,40,10,43028.77,4,1,1,170514.21,0,5023
745,Taichung,Female,44,0,119638.21,4,1,0,34265.08,1,5024
728,Taipei,Male,37,3,122689.51,3,0,1,106977.53,1,5025
626,Taipei,Male,44,10,0,3,0,1,164287.86,0,5026
681,Taichung,Male,37,8,73179.34,3,1,0,25292.53,0,5027
478,Taipei,Female,38,4,171913.87,4,1,1,51820.87,1,5028
709,Taipei,Male,38,5,0,3,1,0,81452.29,0,5029
562,Taichung,Male,33,8,92659.2,3,1,1,1354.25,0,5030
769,Taichung,Female,34,7,137239.17,4,1,0,71379.92,1,5031
684,Taichung,Female,46,3,102955.14,3,1,1,154137.33,0,5032
536,Taipei,Female,61,8,65190.29,4,1,0,64308.49,1,5033
631,Taichung,Female,29,2,96863.52,3,1,0,31613.35,0,5034
657,Tainan,Male,34,5,154983.98,4,1,1,27738.01,0,5035
