產品使用分數,使用者地區,性別,年齡,使用累計時間,點數餘額,產品服務使用量,是否使用信用卡付月費,是否為活躍用戶,估計薪資,購買與否
531,Taipei,Female,42,2,0,2,0,1,90537.47,0
515,Taipei,Male,40,0,109542.29,1,1,1,166370.81,0
466,Taipei,Female,41,3,33563.95,2,1,0,178994.13,1
782,Taipei,Male,36,1,148795.17,2,1,1,195681.43,0
611,Taipei,Male,64,9,0,2,1,1,53277.15,0
621,Taichung,Male,40,8,174126.75,3,1,0,172490.78,1
604,Tainan,Male,41,3,0,1,0,0,11819.84,0
655,Tainan,Female,35,1,106405.03,1,1,1,82900.25,0
689,Tainan,Male,38,2,0,1,1,1,82709.8,0
681,Tainan,Male,30,2,128393.29,1,1,1,180593.45,0
643,Taichung,Male,41,2,127841.52,1,1,0,172363.41,0
617,Taipei,Female,24,4,137295.19,2,1,1,91195.12,0
638,Tainan,Female,55,2,155828.22,1,0,1,108987.25,1
743,Taipei,Male,39,6,0,2,1,0,44265.28,0
828,Taichung,Female,25,7,144351.86,1,1,0,116613.26,0
776,Tainan,Male,35,8,106365.29,1,1,1,148527.56,0
540,Taichung,Male,35,7,127801.88,1,0,1,84239.46,0
616,Taichung,Female,45,4,122793.96,1,1,1,62002.04,0
628,Taichung,Male,38,10,113525.84,1,1,0,46044.48,1
667,Tainan,Female,23,6,136100.69,2,0,0,169669.33,1
615,Taipei,Male,30,7,0,2,1,1,156346.84,0
543,Taipei,Male,30,4,140916.81,1,1,0,157711.18,0
553,Taipei,Female,31,4,0,2,1,1,89087.4,0
554,Taichung,Male,26,4,121365.39,1,1,1,8742.36,0
684,Tainan,Female,36,4,0,1,1,0,117038.96,0
452,Taipei,Female,35,7,0,2,1,0,164241.67,0
606,Taipei,Male,47,3,93578.68,2,0,1,137720.56,1
629,Taipei,Male,40,9,0,1,1,0,106.67,0
659,Tainan,Female,33,8,115409.6,1,0,1,1539.21,0
493,Taipei,Female,33,8,90791.69,1,1,1,59659.53,0
794,Taipei,Female,62,9,123681.32,3,1,0,173586.63,1
554,Taipei,Female,44,6,92436.86,1,1,0,126033.9,0
796,Taichung,Female,52,9,167194.36,1,1,1,62808.93,1
807,Taipei,Female,36,4,0,2,0,1,147007.33,0
500,Taichung,Male,44,9,160838.13,2,1,0,196261.64,0
722,Tainan,Male,43,1,0,1,1,0,44560.17,1
559,Tainan,Female,40,7,144470.77,1,1,1,18917.95,0
584,Tainan,Female,38,3,0,2,1,1,4525.4,0
834,Taichung,Female,68,9,130169.27,2,0,1,93112.2,0
754,Tainan,Male,35,4,0,2,1,1,9658.41,0
590,Taipei,Male,43,7,81076.8,2,1,1,182627.25,1
740,Taipei,Male,36,7,0,1,1,1,13177.4,0
502,Taichung,Female,57,3,101465.31,1,1,0,43568.31,1
733,Taipei,Male,48,5,0,1,0,1,117830.57,0
755,Taichung,Female,37,0,113865.23,2,1,1,117396.25,0
554,Tainan,Female,46,7,87603.35,3,0,1,96929.24,1
534,Taipei,Male,36,4,120037.96,1,1,0,36275.94,0
656,Tainan,Male,33,4,0,2,1,0,116706,0
575,Taichung,Male,49,7,121205.15,4,1,1,168080.53,1
480,Tainan,Male,47,8,75408.33,1,1,0,25887.89,1
575,Taipei,Male,40,5,0,2,1,1,122488.59,0
672,Taipei,Female,40,3,0,1,1,0,113171.61,1
758,Tainan,Female,35,5,0,2,0,0,100365.51,0
682,Taipei,Male,50,6,121818.84,2,0,1,124151.37,0
501,Taipei,Female,29,8,0,2,1,0,112664.24,0
746,Taichung,Male,34,6,141806,2,1,1,183494.87,0
556,Taipei,Female,51,8,61354.14,1,1,0,198810.65,1
823,Taichung,Female,53,4,124954.94,1,0,1,131259.6,1
491,Taichung,Female,68,1,95039.12,1,0,1,116471.14,1
638,Taipei,Female,29,9,103417.74,1,1,1,15336.4,0
734,Taipei,Male,45,2,0,2,1,0,99593.28,0
555,Taipei,Male,40,10,43028.77,1,1,0,170514.21,0
745,Taichung,Female,44,0,119638.21,1,1,1,34265.08,1
728,Taipei,Male,37,3,122689.51,2,0,0,106977.53,1
626,Taipei,Male,44,10,0,2,0,0,164287.86,0
681,Taichung,Male,37,8,73179.34,2,1,1,25292.53,0
478,Taipei,Female,38,4,171913.87,1,1,0,51820.87,1
709,Taipei,Male,38,5,0,2,1,1,81452.29,0
562,Taichung,Male,33,8,92659.2,2,1,0,1354.25,0
769,Taichung,Female,34,7,137239.17,1,1,1,71379.92,1
684,Taichung,Female,46,3,102955.14,2,1,0,154137.33,0
536,Taipei,Female,61,8,65190.29,1,1,1,64308.49,1
631,Taichung,Female,29,2,96863.52,2,1,1,31613.35,0
657,Tainan,Male,34,5,154983.98,1,1,0,27738.01,0
699,Taichung,Male,59,3,106819.65,1,0,1,163570.25,0
606,Tainan,Male,38,7,128578.52,1,1,1,193878.51,0
612,Taipei,Female,63,2,126473.33,1,0,1,147545.65,0
660,Taipei,Female,38,5,110570.78,2,1,0,195906.59,0
829,Tainan,Male,50,7,0,2,0,1,178458.86,0
567,Tainan,Male,29,8,0,2,1,0,156125.72,0
850,Taipei,Female,33,3,0,2,1,1,11159.19,0
712,Tainan,Female,44,2,0,2,0,0,45738.94,0
562,Taipei,Male,30,3,111099.79,2,0,0,140650.19,0
755,Taipei,Female,29,3,0,3,1,0,4733.94,0
793,Tainan,Male,25,3,100913.57,1,0,0,10579.72,0
471,Tainan,Male,26,8,0,2,1,1,179655.87,0
707,Taipei,Male,42,2,16893.59,1,1,1,77502.56,0
784,Tainan,Male,38,10,122267.85,1,0,0,145759.93,0
703,Taipei,Male,32,1,125685.79,1,1,1,56246.72,0
704,Tainan,Male,36,8,127397.34,1,1,0,151335.24,0
662,Taipei,Male,38,0,105271.56,1,0,1,179833.45,0
636,Taichung,Female,28,2,115265.14,1,0,0,191627.85,0
640,Tainan,Male,36,4,0,1,0,0,173016.46,0
739,Tainan,Male,31,1,0,2,1,1,58469.75,0
767,Taichung,Male,23,2,139542.82,1,0,1,28038.28,0
753,Taichung,Female,46,3,111512.75,3,1,0,159576.75,1
714,Taipei,Male,37,9,148466.93,2,0,1,151280.96,0
707,Taipei,Male,29,4,0,2,1,0,139953.94,0
577,Taipei,Female,35,4,108155.49,1,1,0,105407.79,0
633,Taipei,Female,42,1,0,2,1,0,56865.62,0
849,Taichung,Male,41,10,84622.13,1,1,1,198072.16,0
614,Tainan,Female,41,7,146997.64,2,0,0,137791.18,0
558,Taipei,Female,47,9,0,2,1,0,103787.28,0
832,Taipei,Female,27,10,98590.25,1,1,0,30912.89,0
567,Taipei,Female,26,2,0,2,1,1,78651.55,0
587,Taichung,Female,45,8,134980.74,1,1,1,123309.57,1
712,Tainan,Female,79,5,108078.56,1,1,1,174118.93,0
655,Tainan,Female,29,9,0,2,0,1,85736.26,0
641,Taipei,Female,42,6,0,2,0,0,121138.77,0
676,Taipei,Male,35,5,106836.67,2,1,0,84199.78,0
472,Taipei,Male,29,8,102490.27,1,0,1,181224.56,0
644,Taichung,Male,34,9,112746.54,2,0,0,141230.07,0
598,Taipei,Male,38,0,125487.89,1,0,0,158111.71,0
792,Tainan,Male,25,8,142862.21,1,1,1,130639.01,0
700,Taipei,Female,37,7,0,2,1,0,17040.82,0
616,Taipei,Male,34,10,0,2,1,0,25662.27,0
743,Tainan,Male,35,6,79388.33,1,1,1,193360.69,0
427,Taipei,Male,37,5,0,2,1,1,121485.1,0
731,Taipei,Male,29,10,0,2,1,1,162452.65,0
610,Taipei,Female,31,6,107784.65,1,1,1,141137.53,0
724,Tainan,Female,41,4,142880.28,3,0,0,185541.2,1
653,Tainan,Female,38,9,149571.94,1,1,0,118383.18,0
774,Taipei,Male,49,1,142767.39,1,1,1,8214.41,0
547,Taichung,Male,49,8,121537.71,2,1,0,46521.45,1
719,Tainan,Male,50,2,0,2,0,0,10772.13,0
740,Tainan,Male,43,9,0,1,1,0,199290.68,1
543,Taipei,Male,42,4,89838.71,3,1,0,85983.54,1
688,Taichung,Male,45,9,103399.87,1,0,0,129870.93,0
474,Taipei,Female,30,9,0,2,0,0,63158.22,0
505,Taichung,Male,43,5,136855.94,2,1,0,171070.52,0
688,Taipei,Female,39,0,0,2,1,0,53222.15,1
650,Taichung,Female,55,2,140891.46,3,1,1,179834.45,1
610,Taipei,Male,37,0,0,1,1,0,114514.64,0
705,Tainan,Female,46,5,89364.91,1,0,1,139162.15,0
669,Taipei,Female,29,7,146011.4,1,0,0,50249.16,0
650,Tainan,Male,20,8,0,2,1,1,113469.65,0
550,Taichung,Male,29,9,145294.08,2,1,0,147484.13,0
595,Taichung,Female,45,9,106000.12,1,0,0,191448.96,1
572,Tainan,Female,26,5,0,2,1,0,119381.41,0
622,Tainan,Female,58,2,0,2,1,1,33277.31,0
662,Tainan,Male,20,9,104508.77,2,0,0,73107.53,0
783,Taichung,Female,58,3,127539.3,1,1,1,96590.39,1
714,Tainan,Male,44,7,0,1,0,1,6923.11,0
671,Taichung,Male,51,3,96891.46,1,1,0,176403.33,1
600,Taipei,Female,32,1,78535.25,1,1,0,64349.6,0
847,Tainan,Female,37,9,112712.17,1,1,0,116097.26,0
650,Tainan,Male,55,9,119618.42,1,1,1,29861.13,0
710,Tainan,Female,28,6,0,1,1,0,48426.98,0
682,Taipei,Female,33,8,74963.5,1,1,1,32770.56,0
642,Taipei,Male,26,1,138023.79,2,0,1,117060.2,0
536,Tainan,Female,28,4,0,1,1,1,136197.65,0
754,Taipei,Female,47,1,185513.67,1,1,0,27438.83,0
678,Taipei,Male,60,8,185648.56,1,0,0,192156.54,1
533,Taichung,Female,49,1,102286.6,3,1,0,69409.37,1
741,Taichung,Male,38,4,128015.83,1,1,0,58440.43,0
757,Taipei,Male,31,10,39539.39,2,0,0,192519.39,0
721,Taipei,Male,40,3,0,1,1,1,144874.67,0
700,Taipei,Male,37,3,77608.46,2,1,1,175373.46,0
663,Taipei,Male,26,5,141462.13,1,1,0,440.2,0
677,Tainan,Female,35,0,0,2,0,0,76637.38,0
655,Taipei,Male,27,2,131691.33,1,1,0,49480.66,0
832,Tainan,Male,29,8,93833.86,1,0,1,10417.87,0
721,Tainan,Female,46,7,137933.39,1,1,1,67976.57,0
542,Tainan,Male,54,8,105770.14,1,0,1,140929.98,1
654,Tainan,Female,54,5,0,2,0,1,47139.06,0
821,Tainan,Female,38,8,0,2,0,1,126241.4,1
508,Taipei,Female,38,3,166328.65,2,0,1,22614.19,0
588,Taichung,Female,42,2,164307.77,1,1,0,48498.19,0
691,Taichung,Male,38,9,163965.69,2,0,1,103511.26,0
664,Taipei,Male,40,7,125608.72,1,1,0,122073.48,0
439,Taipei,Female,66,9,0,1,1,0,65535.56,0
479,Tainan,Male,37,6,118433.94,1,0,1,160060.9,0
850,Taipei,Female,55,10,98488.08,1,1,0,155879.57,1
518,Taipei,Male,40,4,0,2,0,1,194416.58,0
717,Taichung,Female,64,10,98362.35,2,1,1,21630.21,0
698,Taipei,Female,51,6,144237.91,4,1,0,157143.61,1
850,Taipei,Male,34,6,0,1,0,1,52796.31,0
700,Tainan,Male,47,4,0,1,1,0,121798.52,1
626,Taipei,Female,29,4,105767.28,2,0,0,41104.82,0
774,Tainan,Male,32,9,0,2,1,0,10604.48,0
719,Tainan,Female,48,5,0,2,0,0,78563.66,0
646,Tainan,Male,31,2,0,1,1,1,170821.43,1
485,Taipei,Female,25,3,134467.26,1,1,1,113266.09,0
784,Taichung,Male,38,1,138515.02,1,1,1,171768.76,0
850,Taichung,Male,32,2,128647.98,2,0,0,54416.18,0
669,Taipei,Female,38,9,121858.98,1,1,0,130755.34,0
731,Tainan,Male,70,3,0,2,1,1,141180.66,0
721,Taipei,Female,49,1,120108.56,1,0,1,183421.76,0
515,Taipei,Female,37,0,196853.62,1,1,1,132770.11,0
774,Taipei,Female,35,3,121418.62,1,1,1,24400.37,0
585,Tainan,Male,36,10,0,2,1,1,180318.6,0
695,Taipei,Female,29,9,0,2,1,0,111565.45,0
729,Taichung,Female,42,4,97495.8,2,0,0,2002.5,0
713,Taipei,Female,42,3,0,2,0,0,82565.01,0
555,Tainan,Male,33,5,127343.4,1,0,1,121789.3,0
699,Tainan,Female,50,0,158633.61,1,1,0,193785.87,0
587,Taipei,Male,55,9,0,1,1,0,64593.07,0
762,Tainan,Female,69,9,183744.98,1,1,1,196993.69,0
510,Taipei,Male,44,6,0,2,1,1,175518.31,0
842,Tainan,Male,46,9,0,1,0,0,17268.02,0
608,Taipei,Male,31,7,79962.92,2,1,0,60901.72,0
850,Taipei,Female,36,10,0,2,1,1,100750.03,0
642,Taipei,Male,36,4,0,2,1,1,195224.91,0
850,Taipei,Male,33,7,140956.99,1,0,0,3510.18,0
455,Tainan,Female,43,6,0,1,1,1,81250.79,0
726,Taipei,Male,29,7,0,2,1,1,91844.14,1
544,Tainan,Male,30,8,145241.63,1,1,1,80676.83,0
651,Taichung,Male,31,7,138008.06,2,1,0,129912.74,0
814,Taipei,Female,31,4,0,2,1,1,142029.17,0
537,Taipei,Male,39,2,0,2,1,1,137651.6,0
553,Taipei,Male,37,2,0,2,1,0,33877.29,0
800,Tainan,Male,38,9,0,1,1,0,78744.39,0
791,Taipei,Male,34,7,0,2,1,0,96734.46,0
699,Tainan,Female,29,9,127570.93,2,1,0,164756.81,0
756,Taipei,Female,28,6,0,1,1,1,164394.65,0
591,Tainan,Female,27,5,107812.67,1,0,1,162501.83,1
850,Taichung,Male,22,7,91560.58,2,0,0,10541.38,0
760,Taichung,Male,34,6,121303.77,2,1,1,59325.21,0
569,Tainan,Male,43,8,161546.68,2,0,1,178187.28,0
661,Tainan,Female,35,5,128415.45,1,1,0,142626.49,0
670,Taipei,Female,31,2,57530.06,1,1,1,181893.31,1
694,Taipei,Male,38,1,0,2,0,1,156858.2,0
728,Taipei,Female,28,4,142243.54,2,1,0,33074.51,0
764,Taichung,Female,39,9,138341.51,1,1,0,50072.94,1
639,Taipei,Male,32,9,0,2,1,0,111340.36,0
683,Taipei,Female,30,2,0,2,0,1,100496.84,1
663,Tainan,Male,30,4,0,3,1,0,101371.05,0
826,Tainan,Male,41,5,146466.46,2,0,0,180934.67,0
735,Tainan,Male,36,5,0,2,1,0,105152.17,0
682,Taipei,Female,58,1,0,1,1,1,706.5,0
663,Taipei,Female,39,8,0,2,1,1,101168.9,0
562,Tainan,Female,29,9,120307.58,1,1,1,6795.61,0
696,Taipei,Male,27,4,87637.26,2,0,0,196111.35,0
850,Tainan,Male,38,2,94652.04,1,1,1,171960.76,0
719,Taipei,Female,22,7,114415.84,1,1,1,177497.4,0
804,Taipei,Female,71,8,0,2,0,1,147995.96,0
604,Taipei,Male,40,1,84315.02,1,0,0,36209.1,0
782,Tainan,Female,27,3,0,2,1,0,143614.01,0
512,Taichung,Male,42,9,93955.83,2,1,0,14828.54,0
569,Taipei,Male,36,1,67087.69,1,1,0,154775.7,0
597,Taichung,Female,22,6,101528.61,1,1,0,70529,1
753,Taichung,Male,30,1,110824.52,1,1,1,57896.27,0
430,Taipei,Female,33,8,0,1,1,1,69759.91,0
756,Taipei,Male,28,8,179960.2,1,1,0,89938.08,0
493,Taipei,Male,38,3,134006.77,1,1,0,89578.32,0
777,Taichung,Female,37,10,121532.17,2,1,1,73464.88,0
779,Tainan,Female,38,7,0,2,1,1,138542.87,0
702,Tainan,Female,38,2,0,1,1,1,161888.63,0
551,Taipei,Male,35,7,129717.3,2,0,0,86937.2,0
749,Taichung,Male,22,4,94762.16,2,1,1,42241.54,0
742,Taichung,Male,55,5,155196.17,1,0,1,121207.66,1
752,Taichung,Male,29,4,129514.99,1,1,1,102930.46,0
740,Taichung,Female,57,3,113386.36,2,1,1,65121.63,1
576,Taipei,Male,24,3,0,1,0,1,78498.04,1
637,Tainan,Male,43,3,172196.23,1,1,1,104769.96,0
724,Taipei,Male,28,5,97612.12,1,1,1,96498.14,0
685,Taipei,Male,20,4,104719.94,2,1,0,38691.34,0
625,Taipei,Female,38,7,0,1,1,0,164804.02,0
571,Taichung,Male,37,9,139592.98,3,1,0,104152.65,1
584,Tainan,Female,29,4,0,2,1,0,88866.92,0
550,Taipei,Female,22,7,139096.85,1,1,0,129890.94,0
662,Tainan,Female,72,7,140301.72,1,0,1,179258.67,0
803,Tainan,Male,43,3,0,1,1,0,72051.44,0
615,Taipei,Male,66,7,0,2,1,1,74580.8,0
481,Tainan,Male,39,1,111233.09,1,1,1,123995.15,0
701,Taipei,Male,23,3,0,2,1,0,38960.59,0
751,Taipei,Male,29,10,147737.63,1,0,1,94951.27,0
675,Taipei,Male,35,8,0,2,1,1,56642.97,0
733,Taichung,Male,40,5,125725.02,2,1,1,50783.1,0
822,Taipei,Male,38,6,128289.7,3,1,0,9149.96,1
559,Taipei,Female,46,5,0,1,1,0,21006.1,1
731,Taichung,Female,49,4,88826.07,1,1,1,33759.41,1
678,Taipei,Female,41,1,143443.61,1,1,0,196622.28,1
645,Taipei,Female,68,9,0,4,1,1,176353.87,1
701,Taipei,Male,29,2,0,2,1,0,176943.59,0
554,Tainan,Male,26,8,149134.46,1,1,1,177966.24,0
723,Taipei,Male,30,3,124119.54,1,1,0,162198.32,0
766,Taichung,Male,44,3,116822.7,1,0,0,197643.24,0
597,Taipei,Female,24,1,103219.47,1,1,0,60420.07,0
574,Taipei,Male,41,1,0,2,0,0,70550,0
655,Taichung,Female,40,0,81954.6,1,1,1,198798.44,1
780,Taichung,Female,37,10,95196.26,1,1,0,126310.39,1
672,Tainan,Male,43,5,0,2,1,1,64515.5,0
717,Taipei,Male,38,7,0,2,1,1,158580.05,0
521,Taipei,Female,32,2,136555.01,2,1,1,129353.21,0
633,Taipei,Male,59,5,0,1,1,1,137273.97,0
669,Taipei,Male,39,3,119452.03,1,1,1,171575.54,0
740,Taipei,Male,44,9,0,1,0,1,96528,1
462,Taichung,Female,24,9,69881.09,2,0,1,64421.02,0
619,Taipei,Male,39,5,0,2,1,1,158444.61,0
665,Taipei,Female,44,7,0,2,1,1,66548.58,0
655,Tainan,Female,27,9,0,2,0,0,108008.05,0
463,Tainan,Male,20,8,204223.03,1,1,0,128268.39,0
799,Taipei,Female,63,1,110314.21,2,1,0,37464,1
713,Tainan,Female,48,1,163760.82,1,0,0,157381.14,1
807,Taichung,Female,31,1,141069.18,3,1,1,194257.11,0
728,Taipei,Male,38,1,115934.74,1,1,1,139059.05,0
582,Taipei,Male,52,2,151457.88,1,0,1,40893.61,0
704,Taichung,Female,35,3,154206.07,2,1,1,40261.49,0
714,Taipei,Female,26,9,89928.99,1,1,0,46203.31,0
628,Taipei,Male,30,8,89182.09,1,1,1,13126.9,0
809,Taichung,Male,41,1,79706.25,2,1,0,165675.01,0
547,Tainan,Female,44,5,0,3,0,0,5459.07,1
560,Taipei,Female,27,5,0,2,1,0,131919.48,0
811,Taipei,Male,31,7,117799.28,1,1,1,182372.35,0
584,Taipei,Male,26,4,0,2,1,0,147600.54,0
691,Taipei,Male,28,1,0,2,0,0,92865.41,0
680,Taichung,Male,34,6,146422.22,1,1,0,67142.97,1
588,Taichung,Male,33,9,150186.22,2,1,1,65611.01,0
721,Taichung,Male,40,6,100275.88,1,1,0,138564.48,1
850,Taipei,Male,47,6,0,1,1,0,187391.02,1
529,Taipei,Male,32,9,147493.89,1,1,0,33656.35,0
622,Taipei,Male,43,8,0,2,1,0,100618.17,0
683,Taipei,Female,42,8,0,2,0,1,198134.9,0
575,Taipei,Male,29,4,121823.4,2,1,1,50368.87,0
577,Tainan,Female,40,1,0,2,1,1,108787,0
510,Taichung,Male,31,0,113688.63,1,1,0,33099.41,1
652,Tainan,Female,40,7,100471.34,1,1,1,124550.88,0
569,Taichung,Female,28,3,100032.52,1,1,0,5159.21,1
687,Tainan,Male,31,3,0,2,0,0,48228.1,0
822,Taipei,Male,32,8,116358,1,1,0,108798.36,0
656,Taichung,Female,23,4,163549.63,1,0,1,21085.12,0
745,Taichung,Male,51,3,99183.9,1,1,1,28922.25,0
386,Tainan,Female,53,1,131955.07,1,1,1,62514.65,1
684,Tainan,Female,41,1,134177.06,1,0,0,177506.66,0
635,Tainan,Female,38,1,0,2,1,0,90605.05,0
582,Taipei,Male,30,2,0,2,1,1,132029.95,0
613,Tainan,Male,19,5,0,1,1,1,176903.35,0
795,Taichung,Female,56,9,94348.94,1,1,0,29239.29,1
659,Taipei,Female,32,2,155584.21,1,0,1,153662.88,0
745,Taipei,Female,28,6,0,2,1,0,154389.18,0
604,Tainan,Female,41,10,0,2,1,1,166224.39,0
509,Taichung,Male,32,9,170661.47,1,1,1,21646.2,0
706,Taichung,Female,29,6,185544.36,1,1,0,171037.63,0
619,Tainan,Female,44,6,52831.13,1,1,1,112649.22,1
572,Taichung,Male,51,8,97750.07,3,1,1,193014.26,1
695,Taipei,Male,36,6,114007.5,2,1,0,118120.88,0
543,Taipei,Female,71,1,104308.77,1,1,1,25650.04,0
640,Taipei,Female,33,6,84719.13,2,1,1,113048.79,0
672,Taipei,Male,39,2,0,2,1,0,87372.49,0
701,Taipei,Male,39,9,140236.98,1,0,1,146651.99,0
634,Tainan,Male,25,9,0,2,1,1,8227.91,0
531,Tainan,Female,42,6,75302.85,2,0,0,57034.35,0
699,Taipei,Male,27,1,0,2,1,0,93003.21,0
605,Taipei,Female,51,9,104760.82,1,1,1,165574.54,1
534,Taipei,Female,49,7,0,1,1,0,13566.48,1
449,Tainan,Female,31,1,113693,1,0,0,82796.29,0
684,Tainan,Female,36,5,174180.39,1,1,0,119830.08,0
622,Taichung,Male,42,9,115766.26,1,0,0,72155.85,1
714,Taipei,Female,40,0,0,2,1,0,62762.12,0
712,Tainan,Female,48,8,0,2,1,0,183235.33,0
783,Taipei,Female,72,5,121215.9,2,1,1,105206.48,0
743,Taichung,Male,45,10,144677.19,3,1,0,22512.44,1
683,Taipei,Male,36,5,115350.63,1,1,1,122305.91,0
654,Tainan,Male,40,5,105683.63,1,1,0,173617.09,0
700,Taipei,Male,37,1,135179.49,1,1,0,160670.37,0
744,Tainan,Male,31,0,117551.23,1,1,0,158958.9,0
645,Taichung,Male,25,1,157404.02,2,1,0,93073.04,0
525,Tainan,Male,36,3,77910.23,1,1,0,67238.01,0
732,Taipei,Male,25,0,110942.9,1,0,0,172576.56,0
721,Taipei,Female,40,7,0,2,1,1,122580.48,0
622,Taipei,Male,32,5,179305.09,1,1,1,149043.78,0
654,Taichung,Male,31,5,150593.59,2,1,1,105218.45,0
529,Taipei,Female,43,0,123815.86,1,1,1,78463.99,1
720,Tainan,Female,59,6,0,2,1,1,160849.43,1
850,Taichung,Female,25,8,69385.17,2,1,0,87834.24,0
667,Taichung,Male,27,2,138032.15,1,1,0,166317.71,0
620,Taipei,Male,41,3,0,2,1,1,137309.06,0
616,Taipei,Male,29,9,0,1,1,1,166984.44,0
637,Taichung,Female,46,2,143500.82,1,1,0,166996.46,1
710,Tainan,Female,29,3,119670.18,1,1,0,188022.44,0
717,Tainan,Male,33,1,99106.73,1,0,0,194467.23,0
786,Taichung,Male,24,2,120135.55,2,1,1,125449.47,0
651,Taipei,Female,39,8,0,1,1,0,137452.57,0
530,Taipei,Female,55,4,120905.03,1,0,1,123475.88,1
815,Tainan,Female,57,5,0,3,0,0,38941.44,1
715,Taichung,Female,34,9,102277.52,1,0,0,177852.57,1
496,Taichung,Female,55,4,125292.53,1,1,1,31532.96,1
680,Tainan,Male,42,0,0,1,1,0,136377.21,0
646,Taipei,Female,51,4,101629.3,1,0,0,130541.1,0
807,Taichung,Male,47,1,171937.27,1,1,1,65636.92,0
727,Taipei,Male,47,7,0,2,1,0,193305.35,0
787,Taipei,Male,25,5,0,2,1,0,47307.9,0
806,Taipei,Male,34,6,0,2,0,0,100809.99,0
603,Taipei,Male,31,1,129743.75,1,1,0,109145.2,0
649,Tainan,Male,32,1,0,1,0,1,91167.19,1
547,Taichung,Male,41,3,151191.31,1,1,0,175295.89,1
684,Taichung,Male,32,3,102630.13,2,1,1,127433.47,0
477,Taipei,Female,57,9,114023.64,2,1,1,71167.17,1
558,Taichung,Male,41,2,124227.14,1,1,1,111184.67,0
695,Taipei,Female,23,1,0,2,1,1,141756.32,0
592,Tainan,Male,35,6,80285.16,1,1,0,72678.75,1
789,Taipei,Male,31,4,175477.15,1,1,1,172832.9,0
597,Taipei,Female,29,1,132144.35,1,1,0,158086.33,0
839,Taichung,Male,47,2,136911.07,1,1,1,168184.62,1
405,Taichung,Male,31,5,133299.67,2,1,1,72950.14,0
658,Taipei,Male,39,7,0,2,1,0,48378.4,0
684,Taichung,Male,42,1,117691,1,1,1,23135.65,1
633,Taipei,Male,35,10,0,2,1,0,65675.47,0
589,Taipei,Male,46,9,0,2,1,0,170676.67,0
750,Taichung,Female,37,1,133199.71,2,1,1,27366.77,0
771,Tainan,Male,51,5,135506.58,3,1,1,152479.64,1
812,Taichung,Male,33,2,127154.14,2,0,1,105383.49,0
539,Tainan,Male,39,2,0,2,1,1,48189.94,0
670,Taichung,Female,42,5,49508.79,3,1,1,100324.01,0
673,Taipei,Male,41,5,0,1,1,1,65657.29,0
538,Taipei,Female,62,3,75051.49,1,0,0,17682.02,1
575,Tainan,Male,52,8,123925.23,1,0,0,111342.66,1
682,Taipei,Male,41,6,0,2,0,1,134158.09,1
712,Taipei,Male,33,3,153819.58,1,1,0,79176.09,1
598,Tainan,Female,39,5,0,2,1,1,83103.46,0
776,Tainan,Male,30,6,0,2,0,1,63908.86,0
606,Tainan,Female,23,10,70417.79,1,0,1,90896.04,0
686,Tainan,Male,38,7,111484.88,1,1,1,76076.2,0
850,Tainan,Male,38,1,146343.98,1,0,1,103902.11,0
642,Taipei,Male,72,1,160541,2,1,1,142223.94,0
606,Taichung,Male,27,2,130274.26,2,1,0,147533.09,0
627,Taipei,Female,21,7,98993.02,1,1,1,169156.64,0
850,Tainan,Male,36,0,0,2,1,0,141242.57,0
850,Taichung,Male,32,9,141827.33,2,1,1,149458.73,0
724,Taipei,Female,40,6,110054.45,1,1,1,86950.72,0
579,Taipei,Male,28,4,0,2,1,1,176925.69,0
727,Tainan,Male,28,1,0,1,1,0,40357.39,0
813,Taichung,Female,36,6,98088.09,1,0,1,26687.22,1
642,Taipei,Male,48,9,118317.27,4,0,0,78702.98,1
669,Tainan,Male,22,10,0,2,1,0,176163.74,0
574,Taichung,Male,54,1,99774.5,1,0,0,4896.11,1
774,Taipei,Female,32,4,0,2,0,0,114899.13,0
735,Taipei,Female,38,1,0,3,0,0,92220.12,1
639,Tainan,Female,27,8,133806.54,2,1,0,6251.3,0
738,Tainan,Male,44,2,0,2,1,0,43018.82,1
835,Taipei,Male,32,8,124993.29,2,1,1,27548.06,0
637,Tainan,Female,44,0,157622.58,1,1,1,120454.2,0
589,Taichung,Male,48,5,126111.61,1,0,1,133961.19,0
591,Taipei,Male,42,9,161651.37,2,1,1,131753.97,0
723,Taipei,Female,40,7,142856.95,2,0,0,38019.74,0
831,Taichung,Male,44,3,111100.98,1,1,1,28144.07,1
733,Tainan,Male,35,8,102918.38,1,1,1,45959.86,0
731,Taipei,Female,30,5,0,2,1,0,189528.72,0
654,Taipei,Male,47,10,0,2,1,0,170481.98,0
828,Taipei,Male,37,4,0,2,1,0,94845.45,0
590,Tainan,Male,22,7,125265.61,1,1,1,161253.08,0
657,Taipei,Male,37,4,82500.28,1,1,1,115260.72,0
531,Taichung,Female,64,2,175754.87,2,1,1,60721.4,0
516,Taipei,Female,47,6,109387.33,1,0,0,121365.45,0
561,Taipei,Male,37,1,100443.36,2,0,1,101693.73,0
682,Tainan,Female,54,0,83102.72,2,1,1,54132.93,0
575,Tainan,Male,28,7,0,1,1,1,10666.05,0
623,Taipei,Female,28,4,0,2,1,0,41227.67,0
642,Taipei,Female,40,7,0,2,1,0,10712.82,0
779,Taipei,Female,48,2,115290.27,1,0,0,98912.69,1
