UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,過往滿意程度,買A商品
U7117,55,服務業,大學,否,否,否,30,jul,2,-1,未知,3,0
U25548,55,管理,高中,否,否,否,30,jul,2,-1,未知,3,0
U18578,51,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U16433,53,科技,大學,否,否,否,30,jul,33,-1,未知,3,0
U23459,47,藍領,大學,是,是,否,30,jul,2,-1,未知,3,0
U10122,44,管理,大學,否,否,是,30,jul,11,-1,未知,3,0
U24688,43,藍領,大學,否,否,否,30,jul,2,-1,未知,3,0
U22228,51,退休,高中,否,是,否,30,jul,2,-1,未知,3,0
U1369,45,工程,大學,否,是,否,30,jul,2,-1,未知,3,0
U17918,49,科技,高中,否,是,否,30,jul,2,-1,未知,3,0
U36370,51,藍領,大學,否,否,否,30,jul,4,-1,未知,3,0
U25558,27,SOHO,大學,否,否,否,30,jul,3,-1,未知,3,0
U36633,48,失業,高中,否,否,否,30,jul,4,-1,未知,3,0
U39589,53,藍領,高中,否,否,否,30,jul,2,-1,未知,3,0
U16697,44,科技,大學,否,是,否,30,jul,2,-1,未知,3,0
U36732,48,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U38124,35,SOHO,大學,否,否,否,30,jul,4,-1,未知,3,0
U31835,52,藍領,大學,否,否,否,30,jul,2,-1,未知,3,0
U25933,51,服務業,大學,否,否,否,30,jul,4,-1,未知,3,0
U29160,39,藍領,高中以下,否,是,否,30,jul,2,-1,未知,3,1
U19,36,失業,高中以下,否,否,否,30,jul,2,-1,未知,3,0
U18295,36,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U45,51,家管,研究所,否,是,否,30,jul,3,-1,未知,3,0
U19231,43,藍領,高中,否,否,否,30,jul,9,-1,未知,3,0
U38700,45,老闆,大學,否,否,否,30,jul,2,-1,未知,3,0
U44204,45,老闆,大學,否,否,否,30,jul,2,-1,未知,3,0
U33573,42,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U41272,47,老闆,大學,否,是,否,30,jul,2,-1,未知,3,0
U27368,36,服務業,大學,否,否,否,30,jul,2,-1,未知,3,1
U7101,33,工程,研究所,否,是,是,30,jul,3,-1,未知,3,0
U41838,40,藍領,高中,否,否,否,30,jul,2,-1,未知,3,0
U40396,55,藍領,高中以下,否,否,否,30,jul,2,-1,未知,3,0
U15802,46,SOHO,研究所,否,否,否,30,jul,2,-1,未知,3,1
U15698,44,管理,大學,否,否,否,30,jul,2,-1,未知,3,0
U4999,44,藍領,大學,否,否,否,30,jul,2,-1,未知,3,1
U21631,39,科技,大學,否,是,是,30,jul,5,-1,未知,3,0
U14186,38,失業,大學,否,否,否,30,jul,2,-1,未知,3,0
U44022,50,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U14063,37,家管,高中以下,否,否,否,30,jul,4,-1,未知,3,0
U43044,37,老闆,研究所,否,是,否,30,jul,2,-1,未知,3,0
U13348,45,藍領,大學,否,否,否,30,jul,2,-1,未知,3,0
U1063,57,退休,研究所,否,否,否,30,jul,2,-1,未知,3,0
U37154,42,藍領,大學,否,是,否,30,jul,6,-1,未知,3,0
U18734,52,家管,研究所,否,否,否,30,jul,2,-1,未知,3,0
U33603,43,科技,大學,否,是,否,30,jul,2,-1,未知,3,0
U29656,54,藍領,大學,否,否,否,30,jul,2,-1,未知,3,0
U4358,29,科技,大學,否,是,否,30,jul,3,-1,未知,3,0
U38341,53,管理,研究所,否,否,否,30,jul,2,-1,未知,3,0
U27337,47,SOHO,研究所,否,否,否,30,jul,6,-1,未知,3,0
U42199,58,管理,大學,否,否,否,30,jul,2,-1,未知,3,1
U28297,54,工程,研究所,否,否,否,30,jul,5,-1,未知,3,0
U10794,42,服務業,高中以下,否,否,否,30,jul,2,-1,未知,3,0
U2125,52,老闆,大學,否,否,否,30,jul,2,-1,未知,3,0
U18277,48,未知,高中以下,否,否,否,30,jul,2,-1,未知,3,0
U40272,47,藍領,高中,否,否,否,30,jul,2,-1,未知,3,0
U5002,49,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U18062,43,管理,研究所,否,否,否,29,jul,3,-1,未知,3,0
U16902,35,科技,大學,否,是,否,29,jul,4,-1,未知,3,0
U11811,47,管理,研究所,否,否,否,29,jul,3,-1,未知,3,0
U13702,33,藍領,大學,否,否,否,29,jul,6,-1,未知,3,1
U38178,48,管理,高中,否,否,否,29,jul,4,-1,未知,3,0
U39289,41,失業,大學,否,是,否,29,jul,4,-1,未知,3,0
U39479,39,家管,大學,否,是,否,29,jul,4,-1,未知,3,0
U22809,25,服務業,高中以下,否,否,否,29,jul,4,-1,未知,3,0
U17388,29,管理,研究所,否,是,否,29,jul,9,-1,未知,3,0
U1781,34,老闆,大學,否,是,是,29,jul,7,-1,未知,3,0
U7697,44,管理,研究所,否,否,是,29,jul,6,-1,未知,3,0
U40358,52,藍領,大學,否,否,否,29,jul,2,-1,未知,3,0
U26668,42,藍領,高中,否,否,否,29,jul,4,-1,未知,3,0
U43618,46,工程,大學,否,否,否,29,jul,12,-1,未知,3,0
U33743,37,失業,研究所,否,否,否,29,jul,2,-1,未知,3,0
U4583,48,失業,高中,否,否,否,29,jul,2,-1,未知,3,0
U2727,38,老闆,大學,否,是,否,29,jul,6,-1,未知,3,0
U37876,34,管理,研究所,否,是,否,29,jul,5,-1,未知,3,0
U12682,34,服務業,大學,否,是,否,29,jul,7,-1,未知,3,0
U14833,51,服務業,大學,否,是,否,29,jul,2,-1,未知,3,0
U40682,49,SOHO,研究所,否,否,否,29,jul,4,-1,未知,3,0
U3398,54,藍領,高中,否,是,否,29,jul,2,-1,未知,3,0
U11527,50,服務業,高中以下,否,否,否,29,jul,2,-1,未知,3,0
U40560,49,管理,高中以下,否,是,否,29,jul,2,-1,未知,3,0
U39821,33,藍領,大學,否,是,否,29,jul,5,-1,未知,3,0
U28507,59,管理,研究所,否,否,否,29,jul,2,-1,未知,3,0
U16190,55,退休,大學,否,否,是,29,jul,2,-1,未知,3,0
U27941,48,服務業,大學,否,是,否,29,jul,2,-1,未知,3,0
U6914,57,老闆,大學,否,否,否,29,jul,8,-1,未知,3,0
U27046,47,管理,研究所,否,是,否,29,jul,3,-1,未知,4,0
U40091,43,失業,高中,否,否,否,29,jul,4,-1,未知,3,0
U12893,57,退休,研究所,否,否,否,29,jul,2,-1,未知,3,0
U15046,58,退休,大學,否,否,否,29,jul,2,-1,未知,3,0
U23926,36,科技,研究所,否,是,否,29,jul,4,-1,未知,3,0
U1199,58,退休,大學,否,是,否,29,jul,2,-1,未知,3,1
U43255,27,藍領,大學,否,否,是,29,jul,4,-1,未知,3,0
U22842,53,老闆,大學,否,否,否,29,jul,6,-1,未知,3,0
U44886,45,管理,研究所,否,否,否,29,jul,6,-1,未知,3,0
U15488,36,老闆,大學,否,否,是,29,jul,8,-1,未知,3,0
U21506,51,未知,高中以下,否,否,否,29,jul,6,-1,未知,3,0
U12541,57,服務業,大學,否,是,否,29,jul,2,-1,未知,3,0
U19964,27,老闆,大學,否,否,是,29,jul,21,-1,未知,3,0
U30984,25,服務業,大學,否,是,否,29,jul,18,-1,未知,3,0
U44464,34,科技,大學,否,是,否,29,jul,8,-1,未知,3,0
U38543,39,老闆,大學,否,否,否,29,jul,2,-1,未知,3,0
U9091,52,老闆,大學,否,是,是,29,jul,2,-1,未知,3,0
U36744,46,SOHO,研究所,否,否,否,29,jul,2,-1,未知,3,0
U33440,55,服務業,大學,否,是,否,29,jul,2,-1,未知,3,0
U43988,52,藍領,高中,否,是,否,29,jul,2,-1,未知,3,0
U36770,42,科技,大學,否,否,否,29,jul,3,-1,未知,3,0
U31649,41,工程,大學,否,否,否,29,jul,2,-1,未知,3,0
U5240,56,藍領,大學,否,否,否,29,jul,2,-1,未知,3,0
U2215,49,老闆,大學,否,否,否,29,jul,2,-1,未知,3,0
U30426,56,藍領,大學,否,是,否,29,jul,3,-1,未知,3,0
U19424,32,老闆,研究所,否,否,是,29,jul,4,-1,未知,3,0
U3897,32,科技,大學,否,是,否,29,jul,3,-1,未知,3,0
U37245,42,失業,大學,否,是,否,29,jul,3,-1,未知,3,0
U27850,26,藍領,大學,否,否,是,29,jul,4,-1,未知,3,0
U10395,42,科技,研究所,否,否,否,29,jul,2,-1,未知,3,1
U4129,36,家管,高中,否,是,否,29,jul,4,-1,未知,3,0
U35559,33,科技,大學,否,是,否,29,jul,4,-1,未知,3,0
U38368,32,服務業,大學,否,否,否,29,jul,3,-1,未知,3,0
U6586,26,藍領,大學,否,是,是,29,jul,5,-1,未知,3,0
U19968,45,管理,研究所,否,否,否,29,jul,2,-1,未知,3,0
U20046,47,藍領,大學,否,是,否,29,jul,3,-1,未知,3,0
U43883,42,工程,研究所,否,否,否,29,jul,10,-1,未知,3,0
U25003,39,服務業,大學,否,否,否,29,jul,3,-1,未知,3,0
U34410,44,科技,大學,否,是,是,29,jul,2,-1,未知,3,0
U31189,54,家管,高中,否,否,否,29,jul,2,-1,未知,3,0
U23355,45,家管,高中,否,否,否,29,jul,2,-1,未知,3,0
U42349,58,退休,高中,否,否,否,29,jul,4,-1,未知,3,0
U963,49,管理,大學,否,否,否,29,jul,5,-1,未知,3,0
U44882,45,管理,高中,否,否,否,29,jul,4,-1,未知,3,0
U30459,43,工程,研究所,是,否,是,29,jul,4,-1,未知,3,0
U37108,51,藍領,高中,否,是,是,29,jul,10,-1,未知,3,0
U39513,51,服務業,大學,否,是,是,29,jul,4,-1,未知,3,0
U17951,46,科技,研究所,否,是,是,29,jul,2,-1,未知,3,0
U19928,47,科技,大學,否,否,否,29,jul,2,-1,未知,3,0
U37881,41,老闆,大學,否,是,否,29,jul,15,-1,未知,3,0
U31675,48,藍領,高中,否,是,否,29,jul,2,-1,未知,3,0
U26227,35,老闆,大學,否,否,否,29,jul,4,-1,未知,3,0
U9652,36,失業,大學,否,是,否,29,jul,3,-1,未知,3,0
U28695,58,科技,大學,否,否,否,29,jul,4,-1,未知,3,0
U29220,52,科技,大學,否,否,是,29,jul,4,-1,未知,3,0
U8085,55,SOHO,大學,否,否,否,29,jul,2,-1,未知,3,0
U22739,39,藍領,大學,否,否,否,29,jul,4,-1,未知,3,0
U20728,51,管理,研究所,是,否,是,29,jul,6,-1,未知,3,0
U15218,40,管理,研究所,否,否,否,29,jul,2,-1,未知,3,0
U12072,52,老闆,大學,否,否,否,29,jul,2,-1,未知,3,0
U28693,35,藍領,高中,否,否,是,29,jul,7,-1,未知,3,0
U20790,39,工程,研究所,否,是,是,29,jul,3,-1,未知,3,0
U1742,41,科技,研究所,否,否,是,29,jul,3,-1,未知,3,0
U11046,47,管理,研究所,否,否,否,29,jul,12,-1,未知,3,0
U15539,30,管理,研究所,否,否,是,29,jul,5,-1,未知,3,0
U24177,55,科技,大學,否,否,否,29,jul,2,-1,未知,3,0
U44729,41,藍領,大學,否,否,是,29,jul,3,-1,未知,3,1
U19349,49,管理,大學,否,否,是,29,jul,6,-1,未知,3,0
U42932,54,家管,研究所,否,否,是,29,jul,3,-1,未知,3,0
U13125,47,家管,高中,否,否,否,29,jul,7,-1,未知,3,0
U989,31,老闆,大學,否,是,否,29,jul,5,-1,未知,3,0
U9644,26,SOHO,大學,否,是,否,29,jul,4,-1,未知,3,0
U3397,45,科技,研究所,否,否,否,29,jul,3,-1,未知,3,0
U39700,28,科技,研究所,否,是,否,29,jul,13,-1,未知,3,0
U27346,34,藍領,高中,否,是,否,29,jul,2,-1,未知,3,0
U33387,56,退休,高中,否,是,否,29,jul,6,-1,未知,3,0
U37592,49,老闆,大學,否,否,否,29,jul,4,-1,未知,3,0
U14779,53,科技,大學,否,否,否,29,jul,5,-1,未知,3,0
U8106,36,老闆,大學,否,是,否,29,jul,2,-1,未知,3,0
U10995,56,家管,大學,否,否,否,29,jul,5,-1,未知,3,0
U11149,29,科技,研究所,否,是,是,29,jul,9,-1,未知,3,0
U30596,49,藍領,高中,否,否,是,29,jul,5,-1,未知,3,0
U41021,42,藍領,大學,否,是,否,29,jul,5,-1,未知,3,0
U38096,35,管理,研究所,否,是,否,29,jul,12,-1,未知,3,0
U45046,41,管理,研究所,否,是,否,29,jul,12,-1,未知,3,0
U38137,48,藍領,高中,否,是,否,29,jul,1,-1,未知,3,0
U7849,33,老闆,研究所,否,是,否,29,jul,6,-1,未知,3,0
U10246,49,藍領,高中,否,是,否,29,jul,2,-1,未知,3,0
U30392,49,老闆,大學,否,是,是,29,jul,7,-1,未知,3,0
U24232,44,家管,高中,否,否,是,29,jul,6,-1,未知,3,0
U37126,32,科技,研究所,否,是,否,29,jul,4,-1,未知,3,0
U1523,58,退休,大學,否,否,否,29,jul,7,-1,未知,3,0
U17444,28,服務業,研究所,否,是,否,29,jul,5,-1,未知,3,0
U10425,33,SOHO,大學,否,是,否,29,jul,12,-1,未知,3,0
U43612,39,藍領,大學,否,否,否,29,jul,3,-1,未知,3,0
U33735,59,管理,大學,否,否,否,29,jul,3,-1,未知,3,0
U40766,46,老闆,大學,否,是,否,29,jul,11,-1,未知,3,1
U9377,42,藍領,高中,否,是,否,29,jul,2,-1,未知,3,0
U30773,42,管理,研究所,否,否,否,29,jul,3,-1,未知,3,0
U32614,29,服務業,大學,否,是,否,29,jul,6,-1,未知,3,0
U2409,54,科技,大學,否,否,是,29,jul,3,-1,未知,3,0
U22537,40,家管,高中,否,是,否,29,jul,3,-1,未知,3,0
U36155,46,科技,大學,否,否,否,30,jul,2,-1,未知,3,0
U5356,52,未知,高中,否,否,否,29,jul,6,-1,未知,3,0
U38634,60,SOHO,高中,否,否,是,29,jul,6,-1,未知,3,1
U13495,59,家管,研究所,否,否,是,29,jul,2,-1,未知,3,0
U40376,40,管理,高中以下,否,是,否,29,jul,4,-1,未知,3,0
U9106,45,未知,高中以下,否,否,否,29,jul,35,-1,未知,3,0
U38514,31,管理,研究所,否,是,否,29,jul,8,-1,未知,3,0
U3442,54,老闆,高中以下,否,是,否,29,jul,5,-1,未知,3,0
U9346,53,科技,高中以下,否,否,否,29,jul,3,-1,未知,3,0
U11663,50,管理,大學,否,否,否,29,jul,1,-1,未知,3,0
U13866,35,藍領,高中,否,是,是,29,jul,3,-1,未知,3,0
U12004,57,管理,研究所,否,否,否,29,jul,3,-1,未知,3,0
U30432,30,藍領,大學,否,是,否,29,jul,9,-1,未知,3,0
U32236,44,科技,高中,否,否,否,29,jul,1,-1,未知,3,0
U42925,43,藍領,高中,否,否,否,29,jul,1,-1,未知,3,0
U28010,47,失業,大學,否,否,否,29,jul,1,-1,未知,3,1
U9182,36,SOHO,研究所,否,否,否,29,jul,18,-1,未知,3,0
U36975,49,老闆,大學,否,是,是,29,jul,19,-1,未知,3,0
U32504,45,服務業,大學,否,是,否,29,jul,1,-1,未知,3,0
U7278,29,藍領,高中,否,是,是,29,jul,4,-1,未知,3,0
U12788,47,老闆,大學,否,否,否,29,jul,2,-1,未知,3,0
U42927,29,管理,研究所,是,否,是,29,jul,6,-1,未知,3,0
U9089,28,家管,高中,否,否,是,29,jul,4,-1,未知,3,0
U42155,47,科技,大學,否,否,否,29,jul,5,-1,未知,3,0
U15231,52,管理,研究所,否,否,否,29,jul,2,-1,未知,3,0
U18819,56,科技,大學,否,否,否,29,jul,3,-1,未知,3,0
U25475,58,老闆,大學,否,是,否,29,jul,13,-1,未知,3,1
U4995,32,科技,大學,否,否,是,29,jul,3,-1,未知,3,0
U44852,30,藍領,大學,否,是,否,29,jul,4,-1,未知,3,0
U3647,48,藍領,大學,否,否,否,29,jul,3,-1,未知,3,0
U35727,52,退休,研究所,否,否,是,29,jul,3,-1,未知,3,0
U17636,40,管理,研究所,否,否,否,29,jul,3,-1,未知,3,0
U29726,59,服務業,高中,否,否,否,29,jul,3,-1,未知,3,0
U24867,36,藍領,高中,否,是,否,29,jul,13,-1,未知,3,0
U35095,32,服務業,高中,否,是,否,29,jul,6,-1,未知,3,0
U31960,43,失業,研究所,否,是,是,29,jul,1,-1,未知,3,0
U34650,41,失業,大學,否,否,否,29,jul,1,-1,未知,3,0
U9589,36,科技,大學,否,是,是,29,jul,1,-1,未知,3,0
U42781,41,失業,高中,否,是,否,29,jul,1,-1,未知,3,0
U38156,35,老闆,大學,否,否,否,29,jul,1,-1,未知,3,0
U39874,55,科技,研究所,否,是,否,29,jul,1,-1,未知,3,0
U29787,45,藍領,高中,否,是,否,29,jul,4,-1,未知,3,0
U27820,57,管理,研究所,否,是,否,29,jul,3,-1,未知,3,0
U30362,32,科技,大學,否,是,否,29,jul,4,-1,未知,3,0
U37600,38,服務業,大學,否,否,否,30,jul,2,-1,未知,3,0
U41473,30,服務業,大學,否,是,是,30,jul,3,-1,未知,3,0
U5804,46,管理,大學,是,否,是,30,jul,2,-1,未知,3,0
U3019,54,科技,大學,否,否,否,30,jul,4,-1,未知,3,0
U2937,52,管理,大學,否,否,否,30,jul,3,-1,未知,3,0
U6641,48,家管,高中,否,是,否,30,jul,7,-1,未知,3,0
U12984,33,管理,大學,否,否,是,30,jul,10,-1,未知,3,0
U26593,53,藍領,大學,否,否,否,30,jul,6,-1,未知,3,0
U24590,43,老闆,大學,否,否,否,30,jul,8,-1,未知,3,1
U19469,51,家管,高中,否,否,否,30,jul,6,-1,未知,3,0
U24788,25,老闆,大學,否,否,否,30,jul,14,-1,未知,3,0
U32364,59,管理,研究所,否,否,否,30,jul,3,-1,未知,3,0
U38578,30,管理,研究所,是,否,否,30,jul,4,-1,未知,3,0
U23328,39,科技,研究所,否,是,否,30,jul,9,-1,未知,3,0
U38548,36,服務業,大學,否,是,否,30,jul,28,-1,未知,3,0
U34887,36,服務業,大學,否,是,否,30,jul,12,-1,未知,3,0
U19574,41,老闆,大學,否,否,否,30,jul,3,-1,未知,3,0
U9342,40,管理,研究所,否,是,否,30,jul,6,-1,未知,3,0
U28241,44,服務業,大學,否,是,否,30,jul,3,-1,未知,3,0
U8649,34,科技,研究所,否,是,否,30,jul,3,-1,未知,3,0
U26037,40,管理,研究所,否,是,否,30,jul,24,-1,未知,3,0
U17560,59,藍領,高中,否,否,否,30,jul,3,-1,未知,3,0
U44111,37,老闆,研究所,否,否,否,30,jul,8,-1,未知,3,0
U5781,49,藍領,大學,否,否,是,30,jul,3,-1,未知,3,0
U18052,33,失業,大學,否,否,否,30,jul,3,-1,未知,3,1
U24703,51,服務業,大學,否,是,是,30,jul,8,-1,未知,3,0
U34947,44,藍領,大學,否,否,否,30,jul,4,-1,未知,3,0
U7037,56,失業,高中以下,否,是,否,30,jul,7,-1,未知,3,0
U43345,35,科技,大學,是,是,否,30,jul,11,-1,未知,3,0
U10577,39,科技,大學,否,否,是,30,jul,4,-1,未知,3,1
U41412,29,老闆,大學,否,是,是,30,jul,13,-1,未知,3,0
U44564,40,管理,大學,否,是,否,30,jul,2,-1,未知,3,0
U39200,43,藍領,高中,否,是,否,30,jul,3,-1,未知,3,0
U34973,55,退休,大學,否,否,是,30,jul,3,-1,未知,3,0
U39393,26,SOHO,研究所,否,否,否,30,jul,4,-1,未知,3,0
U7726,26,服務業,大學,是,是,是,30,jul,25,-1,未知,3,0
U28744,44,服務業,大學,否,否,否,30,jul,5,-1,未知,3,0
U26869,44,SOHO,高中以下,否,是,否,30,jul,4,-1,未知,3,0
U35970,29,藍領,高中,否,是,否,30,jul,5,-1,未知,3,0
U954,35,失業,高中以下,否,否,否,30,jul,3,-1,未知,3,0
U44020,39,藍領,大學,否,否,否,30,jul,3,-1,未知,3,0
U26687,30,管理,研究所,否,是,否,30,jul,4,-1,未知,3,0
U15559,33,管理,研究所,否,是,否,30,jul,4,-1,未知,3,0
U24224,27,服務業,大學,否,否,是,30,jul,3,-1,未知,3,0
U40047,48,SOHO,研究所,否,否,否,30,jul,5,-1,未知,3,0
U29289,39,管理,研究所,否,否,否,30,jul,3,-1,未知,3,0
U25102,30,SOHO,研究所,否,否,否,30,jul,4,-1,未知,3,0
U23430,36,老闆,大學,否,否,否,30,jul,7,-1,未知,3,0
U21381,36,藍領,大學,否,是,否,30,jul,6,-1,未知,3,0
U18632,48,老闆,研究所,否,否,是,30,jul,3,-1,未知,3,0
U41827,46,科技,研究所,否,否,否,30,jul,3,-1,未知,3,0
U5895,60,家管,高中,否,否,否,30,jul,15,-1,未知,3,0
U8210,46,工程,大學,否,否,否,30,jul,3,-1,未知,3,0
U21753,27,管理,研究所,否,是,否,30,jul,4,-1,未知,3,1
U1181,31,藍領,大學,否,否,否,30,jul,3,-1,未知,3,0
U29742,56,服務業,大學,否,是,否,30,jul,3,-1,未知,3,0
U15650,57,退休,大學,否,是,否,30,jul,3,-1,未知,3,0
U27235,37,老闆,高中以下,否,是,否,30,jul,17,-1,未知,3,0
U10880,45,管理,研究所,否,否,否,30,jul,3,-1,未知,3,0
U22060,42,工程,高中以下,否,是,否,30,jul,2,-1,未知,3,1
U22661,40,藍領,大學,否,否,是,30,jul,3,-1,未知,3,0
U36225,46,失業,大學,否,否,否,30,jul,3,-1,未知,3,0
U27755,45,科技,大學,否,否,否,30,jul,11,-1,未知,3,0
U24020,59,退休,大學,否,否,否,30,jul,4,-1,未知,3,1
U17930,48,藍領,大學,否,否,否,30,jul,3,-1,未知,3,0
U39441,44,服務業,大學,否,否,否,31,jul,6,-1,未知,3,0
U4356,47,管理,研究所,否,否,否,30,jul,5,-1,未知,3,0
U33608,30,老闆,大學,否,是,否,30,jul,11,-1,未知,3,0
U19528,43,老闆,大學,否,否,否,30,jul,8,-1,未知,3,0
U29082,38,科技,高中以下,否,否,否,30,jul,4,-1,未知,3,0
U4899,59,家管,高中,否,否,否,30,jul,3,-1,未知,3,1
U19145,56,科技,高中以下,否,是,否,30,jul,3,-1,未知,3,0
U5336,30,管理,大學,否,否,是,30,jul,17,-1,未知,3,0
U42231,36,家管,高中,否,是,否,30,jul,9,-1,未知,3,1
U26650,46,管理,研究所,否,是,否,30,jul,4,-1,未知,3,0
U23612,27,家管,大學,是,否,是,30,jul,2,-1,未知,3,0
U12195,59,管理,研究所,否,是,否,30,jul,6,-1,未知,3,0
U42069,49,老闆,大學,否,否,否,30,jul,4,-1,未知,3,0
U22178,34,老闆,高中,否,是,否,30,jul,2,-1,未知,3,0
U27285,27,科技,大學,否,是,否,30,jul,4,-1,未知,3,1
U6121,56,失業,研究所,否,是,否,30,jul,6,-1,未知,3,0
U42950,58,科技,大學,否,否,否,30,jul,3,-1,未知,3,0
U16645,45,管理,研究所,否,否,是,30,jul,3,-1,未知,3,0
U25439,53,管理,研究所,是,是,是,30,jul,5,-1,未知,3,0
U31394,51,服務業,大學,否,否,是,30,jul,3,-1,未知,3,0
U11504,29,藍領,大學,否,是,是,30,jul,4,-1,未知,3,0
U3524,25,藍領,大學,否,否,是,30,jul,4,-1,未知,3,0
U30447,41,藍領,高中,否,是,否,31,jul,6,-1,未知,3,0
U18239,40,服務業,大學,否,是,否,31,jul,14,-1,未知,3,0
U867,30,老闆,大學,否,是,是,31,jul,3,-1,未知,3,0
U9956,48,退休,高中,否,否,否,31,jul,4,-1,未知,3,0
U17428,47,管理,高中以下,否,否,否,31,jul,4,-1,未知,3,0
U41124,23,家管,研究所,否,否,否,31,jul,4,-1,未知,3,0
U6847,45,老闆,大學,否,否,否,31,jul,4,-1,未知,3,0
U22450,51,藍領,高中,否,是,是,31,jul,4,-1,未知,3,0
U16608,46,管理,研究所,否,否,否,31,jul,4,-1,未知,3,0
U38717,45,藍領,高中,否,否,否,31,jul,4,-1,未知,3,0
U36514,34,科技,研究所,否,是,是,31,jul,3,-1,未知,3,0
U45010,35,藍領,高中,否,是,否,31,jul,6,-1,未知,3,1
U20775,41,管理,研究所,否,否,否,31,jul,4,-1,未知,3,0
U3975,42,老闆,大學,否,否,否,31,jul,4,-1,未知,3,0
U34783,28,管理,研究所,否,是,否,31,jul,3,-1,未知,3,0
U12526,35,科技,研究所,否,否,否,31,jul,4,-1,未知,3,0
U41540,36,SOHO,研究所,否,否,否,31,jul,3,-1,未知,3,1
U40735,45,管理,研究所,否,否,是,31,jul,16,-1,未知,3,0
U22442,33,工程,研究所,否,否,否,31,jul,25,-1,未知,3,0
U24280,58,藍領,高中,否,是,否,31,jul,25,-1,未知,3,0
U17423,30,管理,研究所,否,否,是,31,jul,17,-1,未知,3,0
U2856,46,老闆,大學,否,否,否,31,jul,4,-1,未知,3,0
U32207,47,工程,大學,否,否,否,31,jul,7,-1,未知,3,0
U38865,50,失業,研究所,否,否,否,31,jul,6,-1,未知,3,0
U33628,40,老闆,大學,否,否,否,31,jul,8,-1,未知,3,0
U41750,53,工程,高中以下,否,否,否,31,jul,2,-1,未知,3,0
U37269,42,老闆,研究所,否,否,否,31,jul,2,-1,未知,3,0
U16650,47,藍領,大學,否,是,否,31,jul,2,-1,未知,3,0
U22475,37,科技,研究所,否,是,是,31,jul,10,-1,未知,3,0
U25886,36,管理,研究所,否,是,否,31,jul,29,-1,未知,3,0
U13525,50,科技,大學,否,否,是,31,jul,2,-1,未知,3,0
U3576,31,老闆,大學,否,否,否,31,jul,4,-1,未知,3,0
U3986,37,科技,大學,否,否,否,31,jul,2,-1,未知,3,0
U7759,37,管理,高中以下,是,是,否,31,jul,4,-1,未知,3,0
U6963,52,藍領,大學,否,否,否,31,jul,4,-1,未知,3,0
U39072,56,科技,高中以下,否,否,否,31,jul,2,-1,未知,3,0
U9627,55,科技,大學,否,是,是,31,jul,5,-1,未知,3,1
U35197,50,藍領,高中以下,否,是,否,31,jul,17,-1,未知,3,1
U21809,39,服務業,大學,否,否,否,31,jul,2,-1,未知,3,0
U2184,37,工程,高中,否,否,否,31,jul,2,-1,未知,3,0
U35480,53,藍領,高中,否,否,否,31,jul,4,-1,未知,3,0
U37467,50,藍領,大學,否,是,是,31,jul,2,-1,未知,3,0
U19173,35,服務業,大學,否,否,是,31,jul,6,-1,未知,3,0
U25799,57,管理,研究所,否,否,否,31,jul,2,-1,未知,3,0
U29703,40,SOHO,研究所,否,否,否,30,jul,3,-1,未知,3,0
U35845,38,老闆,研究所,否,否,否,31,jul,5,-1,未知,3,0
U15384,37,老闆,大學,否,否,否,31,jul,11,-1,未知,3,0
U26280,45,管理,大學,否,是,否,31,jul,8,-1,未知,3,0
U35746,56,管理,大學,否,否,是,31,jul,6,-1,未知,3,0
U16280,59,管理,研究所,否,是,否,31,jul,8,-1,未知,3,0
U41107,46,科技,大學,否,否,否,31,jul,5,-1,未知,3,0
U45141,41,服務業,高中以下,否,是,否,31,jul,3,-1,未知,3,0
U44781,45,藍領,大學,否,是,否,31,jul,6,-1,未知,3,0
U23645,53,工程,研究所,否,否,否,31,jul,6,-1,未知,4,0
U33017,44,管理,研究所,否,是,否,31,jul,6,-1,未知,3,0
U40527,58,管理,研究所,否,否,否,31,jul,4,-1,未知,3,0
U28504,54,管理,研究所,否,是,否,31,jul,7,-1,未知,3,0
U17292,39,老闆,大學,否,是,否,31,jul,11,-1,未知,3,0
U2025,30,老闆,大學,否,是,否,31,jul,19,-1,未知,3,0
U23715,27,服務業,大學,否,是,否,31,jul,6,-1,未知,3,0
U30192,35,管理,研究所,否,否,否,31,jul,19,-1,未知,3,0
U6910,43,老闆,大學,否,否,否,31,jul,8,-1,未知,3,0
U17162,50,科技,研究所,否,是,是,31,jul,14,-1,未知,3,0
U18568,57,藍領,大學,否,否,是,31,jul,4,-1,未知,3,0
U516,34,老闆,大學,否,是,否,31,jul,4,-1,未知,3,0
U26514,56,管理,研究所,否,否,否,31,jul,12,-1,未知,4,0
U34869,35,科技,大學,否,是,是,31,jul,4,-1,未知,3,0
U36982,38,失業,高中,否,否,否,31,jul,11,-1,未知,3,0
