Prod_output_num,locations,gender,age,click_on_prod,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy
567,Taipei,Female,23,9,93522.2,1,0,0,81425.61,0
800,Tainan,Male,38,1,0,2,1,1,51553.43,0
646,Taipei,Male,18,10,0,2,0,0,52795.15,0
627,Taichung,Male,38,8,106922.92,2,0,0,84270.09,0
505,Taipei,Male,26,8,112972.57,1,1,1,145011.62,0
566,Taichung,Female,35,1,123042,1,1,1,66245.44,1
619,Taichung,Female,33,3,100488.92,2,0,0,36446.74,0
757,Taipei,Female,44,4,123322.15,1,1,1,137136.29,0
648,Taipei,Male,32,0,0,1,0,0,117323.31,0
621,Tainan,Male,42,8,68683.68,1,1,0,74157.71,0
543,Taichung,Male,49,6,59532.18,1,1,1,104253.56,0
658,Taipei,Female,43,7,140260.36,2,1,1,2748.72,0
633,Taichung,Male,50,7,88302.65,1,1,0,195937.16,0
648,Taipei,Female,19,1,0,2,0,0,22101.86,0
501,Taichung,Male,40,5,114655.58,1,0,1,126535.92,0
683,Taipei,Female,42,4,148283.94,1,1,0,44692.63,1
619,Tainan,Female,38,1,0,1,1,1,112442.63,1
705,Taipei,Female,35,3,0,2,0,0,66331.01,0
638,Taichung,Female,53,1,123916.67,1,1,1,16657.68,1
710,Taipei,Female,31,1,0,2,1,1,20081.3,0
590,Taipei,Female,54,4,0,2,1,0,93820.49,1
725,Taipei,Male,43,2,165896,2,1,1,130795.52,0
638,Taipei,Female,32,0,0,2,1,1,160129.99,0
791,Taipei,Male,36,6,111168.97,1,1,0,189969.91,0
702,Taipei,Female,40,1,103549.24,1,0,1,9712.52,1
607,Taipei,Female,32,6,0,2,0,1,196062.01,0
535,Taipei,Male,30,6,103804.97,1,1,0,125710.53,0
651,Taipei,Male,45,2,165901.59,2,1,1,23054.51,1
506,Taichung,Male,59,8,119152.1,2,1,0,170679.74,0
511,Tainan,Female,57,8,122950.31,1,1,0,181258.76,0
757,Taipei,Female,51,1,0,1,1,0,22835.13,1
768,Taichung,Male,49,1,133384.66,1,1,1,102397.22,1
757,Taipei,Male,32,9,0,2,1,1,115950.96,0
663,Tainan,Male,64,6,0,2,0,0,15876.52,0
537,Taichung,Female,37,7,158411.95,4,1,0,117690.58,1
570,Taichung,Male,29,4,122028.65,2,1,0,173792.77,0
850,Taipei,Female,35,5,0,1,1,0,80992.8,0
661,Taichung,Female,64,8,128751.65,2,1,1,189398.18,1
659,Taipei,Male,54,8,133436.52,1,1,1,56787.8,0
454,Tainan,Male,40,2,123177.01,1,1,1,148309.98,0
708,Taipei,Female,59,2,0,1,1,1,179673.11,1
720,Taipei,Female,37,2,120328.88,2,1,0,138470.21,0
785,Taipei,Female,39,1,130147.98,1,1,1,163798.41,1
743,Tainan,Female,36,8,92716.96,1,1,0,33693.78,0
493,Tainan,Female,48,7,0,2,1,1,48545.1,0
557,Tainan,Male,34,3,0,1,0,0,123427.98,0
850,Taipei,Male,40,1,76914.21,1,1,1,174183.44,0
799,Taipei,Female,32,3,106045.92,2,1,0,17938,0
756,Taipei,Male,34,1,103133.26,1,1,0,90059.04,0
752,Taipei,Male,38,0,145974.79,2,1,0,137694.23,0
696,Tainan,Female,36,3,0,3,1,1,65039.9,0
630,Tainan,Female,49,1,0,2,0,0,162858.29,0
659,Tainan,Female,38,9,0,2,1,0,35701.06,0
685,Tainan,Male,39,9,0,2,1,0,18826.06,0
599,Tainan,Female,31,3,0,1,1,0,130086.47,1
559,Tainan,Female,31,1,139183.06,1,0,0,143360.56,0
615,Tainan,Male,19,5,0,2,1,1,159920.92,0
580,Taichung,Female,36,3,74974.89,1,1,0,12099.67,0
487,Tainan,Male,44,6,61691.45,1,1,0,53087.98,0
646,Taichung,Female,35,1,121952.75,2,1,0,142839.82,0
811,Taipei,Female,35,7,0,1,1,0,178.19,0
526,Tainan,Male,35,5,0,2,1,0,105618.14,0
767,Tainan,Male,37,7,0,2,1,0,24734.25,0
548,Taipei,Female,33,1,80107.83,2,0,0,82245.67,0
737,Tainan,Female,45,2,0,2,0,0,177695.67,0
613,Taichung,Male,40,1,147856.82,3,0,1,107961.11,1
711,Tainan,Male,36,8,0,2,1,1,55207.41,0
850,Tainan,Female,53,7,65407.16,2,0,1,182633.63,1
752,Taipei,Female,53,8,114233.18,1,1,0,51587.04,0
710,Taipei,Female,37,5,0,2,1,1,115403.31,0
664,Tainan,Female,53,7,187602.18,1,1,1,186392.99,1
510,Taipei,Female,22,3,156834.34,1,0,1,44374.44,0
577,Taipei,Female,34,2,0,2,1,0,84033.35,0
529,Taipei,Male,42,1,157498.9,1,1,0,82276.62,0
757,Tainan,Female,44,9,0,2,1,1,177528.92,0
691,Taipei,Male,41,2,0,1,1,0,56850.92,1
621,Tainan,Male,34,8,0,1,0,1,47972.65,0
709,Tainan,Male,35,2,0,2,1,1,104982.39,0
756,Tainan,Male,19,4,130274.22,1,1,0,133535.29,0
788,Taipei,Female,41,6,0,1,1,0,25571.37,0
705,Taipei,Female,39,5,149379.66,2,1,1,96075.55,0
483,Taipei,Male,29,9,0,1,1,0,81634.45,0
719,Tainan,Male,35,1,100829.94,1,1,0,165008.97,0
793,Taichung,Female,32,1,96408.98,1,1,0,138191.81,0
593,Taipei,Male,41,6,0,2,1,0,99136.49,0
551,Taipei,Male,52,1,0,1,0,1,63584.55,1
690,Taipei,Male,39,6,0,2,1,1,160532.88,0
823,Taipei,Male,71,5,149105.08,1,0,0,162683.06,0
512,Tainan,Male,39,3,0,1,1,1,134878.19,0
802,Tainan,Male,41,5,0,2,1,0,134626.3,0
450,Tainan,Female,34,2,0,2,1,1,175480.93,0
651,Taichung,Male,41,1,90218.11,1,1,1,174337.68,0
697,Taipei,Female,33,1,87347.7,1,1,1,172524.51,0
611,Taipei,Male,28,2,0,2,0,1,25395.83,0
643,Taipei,Female,33,0,137811.75,1,1,0,184856.89,0
822,Taipei,Male,37,3,105563,1,1,1,182624.93,0
632,Taipei,Male,38,4,0,2,0,1,192505.62,0
575,Tainan,Female,26,7,0,2,1,1,112507.63,0
672,Taipei,Male,31,6,91125.75,1,1,1,177295.92,0
517,Tainan,Male,39,3,0,2,0,0,12465.51,0
621,Tainan,Male,39,8,0,2,1,1,36122.96,0
775,Taichung,Female,77,6,135120.56,1,1,1,37836.64,0
600,Taipei,Male,29,8,0,2,0,0,34747.43,0
640,Taipei,Male,28,7,0,2,1,0,131097.9,0
752,Taipei,Female,36,1,86837.95,1,1,0,105280.55,0
613,Taipei,Male,26,4,100446.57,1,0,0,149653.81,0
484,Taipei,Female,32,3,0,2,1,0,139390.99,0
511,Taipei,Female,33,3,0,2,1,1,132436.71,0
745,Taipei,Female,32,2,0,4,0,0,179705.13,1
786,Tainan,Female,32,6,114512.59,1,1,1,15796.66,0
727,Taipei,Male,35,5,136364.46,1,0,1,142754.71,0
622,Taipei,Male,31,5,106260.67,1,1,0,2578.43,0
794,Taipei,Male,24,10,146126.75,1,1,0,88992.05,0
636,Tainan,Male,52,4,111284.53,1,0,0,32936.44,1
741,Tainan,Female,42,9,121056.63,2,1,1,39122.58,0
687,Taipei,Male,34,5,128270.56,1,1,1,191092.62,0
660,Tainan,Male,30,4,0,2,1,1,129149.06,0
660,Taipei,Male,35,7,0,2,1,1,13218.6,0
617,Taipei,Female,79,7,0,1,1,0,160589.18,0
762,Taipei,Male,32,10,191775.65,1,1,1,179657.83,0
752,Tainan,Female,35,2,0,1,1,1,44335.54,1
561,Tainan,Male,34,4,85141.79,2,1,0,29217.37,0
609,Taipei,Male,26,10,126392.18,1,0,0,43651.49,0
803,Taipei,Male,28,3,0,2,1,1,159654,0
556,Taipei,Female,40,9,129860.37,1,0,1,17992.94,0
531,Taipei,Female,53,5,127642.44,1,1,1,141501.45,1
411,Taipei,Female,35,2,0,2,1,0,93825.78,0
587,Taichung,Female,44,5,125584.17,2,1,0,41852.24,1
683,Tainan,Male,56,7,50911.21,3,0,1,97629.31,1
654,Taipei,Male,29,2,91955.61,1,1,1,37065.66,0
670,Taichung,Female,36,2,84266.44,2,0,1,38614.69,0
655,Taipei,Female,36,2,147149.59,1,1,0,87816.86,0
752,Taipei,Female,36,7,0,2,1,1,184866.86,0
534,Taipei,Female,23,5,104822.45,1,0,0,160176.47,0
635,Taipei,Male,42,1,146766.72,2,0,0,164357.1,0
491,Taichung,Male,70,6,148745.92,2,1,0,17818.33,0
516,Taipei,Male,27,9,0,1,1,1,142680.64,1
530,Taipei,Female,48,0,0,1,1,1,85081.09,0
687,Tainan,Male,35,3,0,2,1,0,176450.19,0
684,Taipei,Female,41,6,135203.81,2,1,0,121967.88,0
706,Taichung,Male,23,2,93301.97,2,0,0,127187.04,0
490,Taichung,Male,33,5,96341,2,0,1,108313.34,0
796,Taipei,Male,44,8,165326.2,1,1,0,57205.55,0
849,Taipei,Male,27,0,0,2,0,0,157891.86,0
779,Taipei,Female,41,10,99786.2,1,1,1,86927.53,0
794,Tainan,Female,22,4,114440.24,1,1,0,107753.07,0
748,Tainan,Male,36,4,141573.55,1,1,1,82158.14,0
663,Tainan,Female,22,9,0,1,1,1,29135.89,1
645,Tainan,Female,55,1,133676.65,1,0,0,17095.49,0
464,Taipei,Female,33,10,147493.7,2,1,1,100447.53,0
737,Taipei,Male,54,9,0,1,1,1,83470.4,1
590,Taipei,Female,29,4,0,2,1,1,121846.81,0
522,Taichung,Female,37,3,95022.57,1,1,0,129107.59,0
648,Taipei,Female,34,3,0,1,1,1,54726.43,0
754,Taipei,Male,37,6,0,1,1,0,116141.72,0
669,Taipei,Male,50,4,149713.61,3,1,0,124872.42,1
648,Taichung,Female,43,1,107963.38,1,0,1,186438.86,1
763,Taipei,Male,40,3,0,2,1,1,134281.11,0
790,Tainan,Male,32,3,0,1,1,1,91044.47,0
581,Taipei,Male,37,7,0,2,1,0,74320.75,0
703,Taipei,Male,43,8,0,2,1,1,9704.66,0
571,Taipei,Female,33,9,102017.25,2,0,1,128600.49,0
657,Tainan,Female,27,8,0,2,0,1,6468.24,0
737,Taipei,Male,44,7,0,2,0,1,57898.58,0
793,Tainan,Male,29,8,96674.55,2,0,1,192120.66,0
783,Tainan,Female,44,3,81811.71,1,1,1,164213.53,1
751,Tainan,Male,33,4,79281.61,1,1,1,117547.76,0
579,Taipei,Male,31,6,0,2,1,1,26149.25,0
655,Taichung,Female,36,10,122314.39,1,1,1,9181.66,0
614,Taichung,Male,43,8,140733.74,1,1,0,166588.76,0
678,Taichung,Male,49,2,116933.11,1,1,1,195053.58,1
562,Tainan,Male,41,5,165445.04,2,1,1,85787.31,0
711,Taichung,Female,53,5,123805.03,1,1,1,102428.51,0
620,Taipei,Male,37,0,107548.94,1,1,1,71175.94,0
437,Taipei,Male,49,9,111634.29,2,0,0,166440.32,0
691,Taichung,Female,41,8,109153.96,3,1,0,148848.76,1
552,Tainan,Female,34,4,0,2,1,1,140286.69,0
765,Taichung,Male,34,5,86055.17,2,1,0,104220.5,0
707,Taichung,Female,51,10,98438.23,1,0,1,70778.63,1
764,Tainan,Male,29,5,0,2,1,1,65868.28,0
585,Taipei,Female,32,8,144705.87,2,0,1,171482.56,0
784,Taipei,Male,31,7,0,2,1,0,143204.41,0
605,Taipei,Male,41,5,91612.91,1,1,0,28427.84,0
699,Tainan,Male,40,2,0,1,1,1,78387.32,0
544,Taipei,Female,40,7,0,1,0,0,161076.92,0
803,Taipei,Female,32,9,192122.84,1,1,0,54277.45,1
735,Taipei,Male,41,7,179904,1,1,0,137180.95,0
673,Taipei,Male,59,0,178058.06,2,0,0,21063.71,1
652,Taipei,Male,30,2,176166.56,2,1,0,152210.81,0
694,Taipei,Male,42,3,156864.2,2,0,1,88890.75,0
741,Taipei,Female,44,7,0,2,1,0,190534.76,0
590,Tainan,Male,30,3,0,2,1,1,83090.35,0
809,Tainan,Female,33,3,0,2,0,0,141426.78,0
523,Taipei,Male,34,2,161588.89,1,1,0,51358.66,0
540,Taipei,Male,48,2,109349.29,1,1,1,88703.04,1
596,Tainan,Female,29,6,0,2,1,1,116696.77,0
597,Taipei,Female,36,9,0,2,1,0,7156.09,0
407,Tainan,Male,37,1,0,1,1,0,49161.12,1
748,Taipei,Male,60,0,152335.7,1,1,1,126743.33,1
562,Taipei,Female,51,1,124662.54,1,1,0,65390.46,1
734,Taichung,Female,47,10,91522.04,2,1,0,138835.91,0
710,Taipei,Male,45,1,0,2,1,0,36154.66,0
539,Tainan,Female,39,6,62052.28,1,0,0,59755.14,0
542,Taipei,Male,32,7,107871.72,1,1,1,125302.64,0
717,Taipei,Female,36,2,99472.76,2,1,1,94274.72,1
682,Tainan,Female,50,10,128039.01,1,1,0,102260.16,0
515,Taipei,Male,33,2,0,2,1,0,136028.97,0
526,Tainan,Female,33,8,114634.63,2,1,1,110114.38,1
702,Taipei,Male,26,5,56738.47,2,1,0,100442.22,1
651,Taichung,Male,34,2,90355.12,2,0,1,193597.94,0
792,Taichung,Male,36,5,115725.24,2,0,1,1871.25,0
817,Taichung,Male,58,3,114327.59,2,1,0,42831.11,0
674,Taichung,Female,36,6,100762.64,1,1,1,182156.86,0
641,Taipei,Female,40,9,0,1,0,1,151648.66,1
513,Tainan,Male,39,7,89039.9,2,1,0,146738.83,0
561,Taipei,Male,34,1,78829.53,1,1,0,12148.2,0
627,Taichung,Male,30,6,112372.96,1,1,0,118029.09,0
682,Taichung,Male,81,6,122029.15,1,1,0,50783.88,0
683,Taipei,Female,29,0,157829.12,1,0,1,129891.66,0
420,Taichung,Female,31,1,108377.75,2,1,0,9904.63,0
670,Taipei,Female,54,2,95507.12,1,1,0,63213.31,0
505,Taichung,Male,43,6,127146.68,1,0,1,137565.87,0
580,Taichung,Male,24,1,133811.78,1,1,1,17185.95,1
577,Taipei,Male,36,3,121092.47,2,0,0,143783.46,0
773,Taichung,Male,34,10,126979.75,1,0,1,36823.28,0
616,Taipei,Male,37,5,144235.73,2,0,1,154957.66,1
763,Taipei,Female,38,0,152582.2,2,0,1,31892.82,0
640,Tainan,Male,43,9,172478.15,1,1,1,191084.4,1
592,Taipei,Male,36,1,126477.42,1,0,1,179718.17,0
528,Tainan,Male,43,7,97473.87,2,1,0,159823.16,0
630,Taipei,Male,53,5,138053.67,1,0,0,114110.97,0
529,Taipei,Female,31,2,164003.05,2,1,0,60993.23,0
546,Taipei,Female,47,8,0,1,1,0,66408.01,1
753,Taipei,Female,62,6,0,2,1,0,136398.9,0
772,Tainan,Female,39,4,122486.11,2,1,0,140709.25,0
567,Taipei,Male,36,1,0,2,0,1,8555.73,0
628,Taichung,Female,45,6,53667.44,1,1,1,115022.94,0
658,Taipei,Male,20,7,0,2,0,1,187638.34,0
679,Tainan,Male,58,9,109327.65,1,1,0,3829.13,0
629,Tainan,Male,34,1,121151.05,1,0,1,119357.93,0
731,Tainan,Male,42,9,101043.63,1,1,0,192175.52,0
775,Taichung,Male,33,3,83501.66,2,1,1,128841.31,0
660,Tainan,Male,33,2,80462.24,1,0,1,150422.35,0
752,Taipei,Male,39,3,0,1,1,1,188187.05,0
655,Taipei,Male,37,6,109093.41,2,1,1,1775.52,0
543,Tainan,Female,46,5,140355.6,1,1,0,85086.78,0
811,Taipei,Male,42,10,0,2,1,0,3797.79,0
689,Taichung,Male,45,0,130170.82,2,1,1,150856.38,0
531,Taipei,Female,42,2,0,2,0,0,90537.47,0
515,Taipei,Male,40,0,109542.29,1,1,0,166370.81,0
466,Taipei,Female,41,3,33563.95,2,1,1,178994.13,1
782,Taipei,Male,36,1,148795.17,2,1,0,195681.43,0
611,Taipei,Male,64,9,0,2,1,0,53277.15,0
621,Taichung,Male,40,8,174126.75,3,1,1,172490.78,1
604,Tainan,Male,41,3,0,1,0,1,11819.84,0
655,Tainan,Female,35,1,106405.03,1,1,0,82900.25,0
689,Tainan,Male,38,2,0,1,1,0,82709.8,0
681,Tainan,Male,30,2,128393.29,1,1,0,180593.45,0
643,Taichung,Male,41,2,127841.52,1,1,1,172363.41,0
617,Taipei,Female,24,4,137295.19,2,1,0,91195.12,0
638,Tainan,Female,55,2,155828.22,1,0,0,108987.25,1
743,Taipei,Male,39,6,0,2,1,1,44265.28,0
828,Taichung,Female,25,7,144351.86,1,1,1,116613.26,0
776,Tainan,Male,35,8,106365.29,1,1,0,148527.56,0
540,Taichung,Male,35,7,127801.88,1,0,0,84239.46,0
616,Taichung,Female,45,4,122793.96,1,1,0,62002.04,0
628,Taichung,Male,38,10,113525.84,1,1,1,46044.48,1
667,Tainan,Female,23,6,136100.69,2,0,1,169669.33,1
615,Taipei,Male,30,7,0,2,1,0,156346.84,0
543,Taipei,Male,30,4,140916.81,1,1,1,157711.18,0
553,Taipei,Female,31,4,0,2,1,0,89087.4,0
554,Taichung,Male,26,4,121365.39,1,1,0,8742.36,0
684,Tainan,Female,36,4,0,1,1,1,117038.96,0
452,Taipei,Female,35,7,0,2,1,1,164241.67,0
606,Taipei,Male,47,3,93578.68,2,0,0,137720.56,1
629,Taipei,Male,40,9,0,1,1,1,106.67,0
659,Tainan,Female,33,8,115409.6,1,0,0,1539.21,0
493,Taipei,Female,33,8,90791.69,1,1,0,59659.53,0
794,Taipei,Female,62,9,123681.32,3,1,1,173586.63,1
554,Taipei,Female,44,6,92436.86,1,1,1,126033.9,0
796,Taichung,Female,52,9,167194.36,1,1,0,62808.93,1
807,Taipei,Female,36,4,0,2,0,0,147007.33,0
500,Taichung,Male,44,9,160838.13,2,1,1,196261.64,0
722,Tainan,Male,43,1,0,1,1,1,44560.17,1
559,Tainan,Female,40,7,144470.77,1,1,0,18917.95,0
584,Tainan,Female,38,3,0,2,1,0,4525.4,0
834,Taichung,Female,68,9,130169.27,2,0,0,93112.2,0
754,Tainan,Male,35,4,0,2,1,0,9658.41,0
590,Taipei,Male,43,7,81076.8,2,1,0,182627.25,1
740,Taipei,Male,36,7,0,1,1,0,13177.4,0
502,Taichung,Female,57,3,101465.31,1,1,1,43568.31,1
733,Taipei,Male,48,5,0,1,0,0,117830.57,0
755,Taichung,Female,37,0,113865.23,2,1,0,117396.25,0
554,Tainan,Female,46,7,87603.35,3,0,0,96929.24,1
534,Taipei,Male,36,4,120037.96,1,1,1,36275.94,0
656,Tainan,Male,33,4,0,2,1,1,116706,0
575,Taichung,Male,49,7,121205.15,4,1,0,168080.53,1
480,Tainan,Male,47,8,75408.33,1,1,1,25887.89,1
575,Taipei,Male,40,5,0,2,1,0,122488.59,0
672,Taipei,Female,40,3,0,1,1,1,113171.61,1
758,Tainan,Female,35,5,0,2,0,1,100365.51,0
682,Taipei,Male,50,6,121818.84,2,0,0,124151.37,0
501,Taipei,Female,29,8,0,2,1,1,112664.24,0
746,Taichung,Male,34,6,141806,2,1,0,183494.87,0
556,Taipei,Female,51,8,61354.14,1,1,1,198810.65,1
823,Taichung,Female,53,4,124954.94,1,0,0,131259.6,1
491,Taichung,Female,68,1,95039.12,1,0,0,116471.14,1
638,Taipei,Female,29,9,103417.74,1,1,0,15336.4,0
734,Taipei,Male,45,2,0,2,1,1,99593.28,0
555,Taipei,Male,40,10,43028.77,1,1,1,170514.21,0
745,Taichung,Female,44,0,119638.21,1,1,0,34265.08,1
728,Taipei,Male,37,3,122689.51,2,0,1,106977.53,1
626,Taipei,Male,44,10,0,2,0,1,164287.86,0
681,Taichung,Male,37,8,73179.34,2,1,0,25292.53,0
478,Taipei,Female,38,4,171913.87,1,1,1,51820.87,1
709,Taipei,Male,38,5,0,2,1,0,81452.29,0
562,Taichung,Male,33,8,92659.2,2,1,1,1354.25,0
769,Taichung,Female,34,7,137239.17,1,1,0,71379.92,1
684,Taichung,Female,46,3,102955.14,2,1,1,154137.33,0
536,Taipei,Female,61,8,65190.29,1,1,0,64308.49,1
631,Taichung,Female,29,2,96863.52,2,1,0,31613.35,0
657,Tainan,Male,34,5,154983.98,1,1,1,27738.01,0
699,Taichung,Male,59,3,106819.65,1,0,0,163570.25,0
606,Tainan,Male,38,7,128578.52,1,1,0,193878.51,0
612,Taipei,Female,63,2,126473.33,1,0,0,147545.65,0
660,Taipei,Female,38,5,110570.78,2,1,1,195906.59,0
829,Tainan,Male,50,7,0,2,0,0,178458.86,0
567,Tainan,Male,29,8,0,2,1,1,156125.72,0
850,Taipei,Female,33,3,0,2,1,0,11159.19,0
712,Tainan,Female,44,2,0,2,0,1,45738.94,0
562,Taipei,Male,30,3,111099.79,2,0,1,140650.19,0
755,Taipei,Female,29,3,0,3,1,1,4733.94,0
793,Tainan,Male,25,3,100913.57,1,0,1,10579.72,0
471,Tainan,Male,26,8,0,2,1,0,179655.87,0
707,Taipei,Male,42,2,16893.59,1,1,0,77502.56,0
784,Tainan,Male,38,10,122267.85,1,0,1,145759.93,0
703,Taipei,Male,32,1,125685.79,1,1,0,56246.72,0
704,Tainan,Male,36,8,127397.34,1,1,1,151335.24,0
662,Taipei,Male,38,0,105271.56,1,0,0,179833.45,0
636,Taichung,Female,28,2,115265.14,1,0,1,191627.85,0
640,Tainan,Male,36,4,0,1,0,1,173016.46,0
739,Tainan,Male,31,1,0,2,1,0,58469.75,0
767,Taichung,Male,23,2,139542.82,1,0,0,28038.28,0
753,Taichung,Female,46,3,111512.75,3,1,1,159576.75,1
714,Taipei,Male,37,9,148466.93,2,0,0,151280.96,0
707,Taipei,Male,29,4,0,2,1,1,139953.94,0
577,Taipei,Female,35,4,108155.49,1,1,1,105407.79,0
633,Taipei,Female,42,1,0,2,1,1,56865.62,0
849,Taichung,Male,41,10,84622.13,1,1,0,198072.16,0
614,Tainan,Female,41,7,146997.64,2,0,1,137791.18,0
558,Taipei,Female,47,9,0,2,1,1,103787.28,0
832,Taipei,Female,27,10,98590.25,1,1,1,30912.89,0
567,Taipei,Female,26,2,0,2,1,0,78651.55,0
587,Taichung,Female,45,8,134980.74,1,1,0,123309.57,1
712,Tainan,Female,79,5,108078.56,1,1,0,174118.93,0
655,Tainan,Female,29,9,0,2,0,0,85736.26,0
641,Taipei,Female,42,6,0,2,0,1,121138.77,0
676,Taipei,Male,35,5,106836.67,2,1,1,84199.78,0
472,Taipei,Male,29,8,102490.27,1,0,0,181224.56,0
644,Taichung,Male,34,9,112746.54,2,0,1,141230.07,0
598,Taipei,Male,38,0,125487.89,1,0,1,158111.71,0
792,Tainan,Male,25,8,142862.21,1,1,0,130639.01,0
700,Taipei,Female,37,7,0,2,1,1,17040.82,0
616,Taipei,Male,34,10,0,2,1,1,25662.27,0
743,Tainan,Male,35,6,79388.33,1,1,0,193360.69,0
427,Taipei,Male,37,5,0,2,1,0,121485.1,0
731,Taipei,Male,29,10,0,2,1,0,162452.65,0
610,Taipei,Female,31,6,107784.65,1,1,0,141137.53,0
724,Tainan,Female,41,4,142880.28,3,0,1,185541.2,1
653,Tainan,Female,38,9,149571.94,1,1,1,118383.18,0
774,Taipei,Male,49,1,142767.39,1,1,0,8214.41,0
547,Taichung,Male,49,8,121537.71,2,1,1,46521.45,1
719,Tainan,Male,50,2,0,2,0,1,10772.13,0
740,Tainan,Male,43,9,0,1,1,1,199290.68,1
543,Taipei,Male,42,4,89838.71,3,1,1,85983.54,1
688,Taichung,Male,45,9,103399.87,1,0,1,129870.93,0
474,Taipei,Female,30,9,0,2,0,1,63158.22,0
505,Taichung,Male,43,5,136855.94,2,1,1,171070.52,0
688,Taipei,Female,39,0,0,2,1,1,53222.15,1
650,Taichung,Female,55,2,140891.46,3,1,0,179834.45,1
610,Taipei,Male,37,0,0,1,1,1,114514.64,0
705,Tainan,Female,46,5,89364.91,1,0,0,139162.15,0
669,Taipei,Female,29,7,146011.4,1,0,1,50249.16,0
650,Tainan,Male,20,8,0,2,1,0,113469.65,0
550,Taichung,Male,29,9,145294.08,2,1,1,147484.13,0
595,Taichung,Female,45,9,106000.12,1,0,1,191448.96,1
572,Tainan,Female,26,5,0,2,1,1,119381.41,0
622,Tainan,Female,58,2,0,2,1,0,33277.31,0
662,Tainan,Male,20,9,104508.77,2,0,1,73107.53,0
783,Taichung,Female,58,3,127539.3,1,1,0,96590.39,1
714,Tainan,Male,44,7,0,1,0,0,6923.11,0
671,Taichung,Male,51,3,96891.46,1,1,1,176403.33,1
600,Taipei,Female,32,1,78535.25,1,1,1,64349.6,0
847,Tainan,Female,37,9,112712.17,1,1,1,116097.26,0
650,Tainan,Male,55,9,119618.42,1,1,0,29861.13,0
710,Tainan,Female,28,6,0,1,1,1,48426.98,0
682,Taipei,Female,33,8,74963.5,1,1,0,32770.56,0
642,Taipei,Male,26,1,138023.79,2,0,0,117060.2,0
536,Tainan,Female,28,4,0,1,1,0,136197.65,0
754,Taipei,Female,47,1,185513.67,1,1,1,27438.83,0
678,Taipei,Male,60,8,185648.56,1,0,1,192156.54,1
533,Taichung,Female,49,1,102286.6,3,1,1,69409.37,1
741,Taichung,Male,38,4,128015.83,1,1,1,58440.43,0
757,Taipei,Male,31,10,39539.39,2,0,1,192519.39,0
721,Taipei,Male,40,3,0,1,1,0,144874.67,0
700,Taipei,Male,37,3,77608.46,2,1,0,175373.46,0
663,Taipei,Male,26,5,141462.13,1,1,1,440.2,0
677,Tainan,Female,35,0,0,2,0,1,76637.38,0
655,Taipei,Male,27,2,131691.33,1,1,1,49480.66,0
832,Tainan,Male,29,8,93833.86,1,0,0,10417.87,0
721,Tainan,Female,46,7,137933.39,1,1,0,67976.57,0
542,Tainan,Male,54,8,105770.14,1,0,0,140929.98,1
654,Tainan,Female,54,5,0,2,0,0,47139.06,0
821,Tainan,Female,38,8,0,2,0,0,126241.4,1
508,Taipei,Female,38,3,166328.65,2,0,0,22614.19,0
588,Taichung,Female,42,2,164307.77,1,1,1,48498.19,0
691,Taichung,Male,38,9,163965.69,2,0,0,103511.26,0
664,Taipei,Male,40,7,125608.72,1,1,1,122073.48,0
439,Taipei,Female,66,9,0,1,1,1,65535.56,0
479,Tainan,Male,37,6,118433.94,1,0,0,160060.9,0
850,Taipei,Female,55,10,98488.08,1,1,1,155879.57,1
518,Taipei,Male,40,4,0,2,0,0,194416.58,0
717,Taichung,Female,64,10,98362.35,2,1,0,21630.21,0
698,Taipei,Female,51,6,144237.91,4,1,1,157143.61,1
850,Taipei,Male,34,6,0,1,0,0,52796.31,0
700,Tainan,Male,47,4,0,1,1,1,121798.52,1
626,Taipei,Female,29,4,105767.28,2,0,1,41104.82,0
774,Tainan,Male,32,9,0,2,1,1,10604.48,0
719,Tainan,Female,48,5,0,2,0,1,78563.66,0
646,Tainan,Male,31,2,0,1,1,0,170821.43,1
485,Taipei,Female,25,3,134467.26,1,1,0,113266.09,0
784,Taichung,Male,38,1,138515.02,1,1,0,171768.76,0
850,Taichung,Male,32,2,128647.98,2,0,1,54416.18,0
669,Taipei,Female,38,9,121858.98,1,1,1,130755.34,0
731,Tainan,Male,70,3,0,2,1,0,141180.66,0
721,Taipei,Female,49,1,120108.56,1,0,0,183421.76,0
515,Taipei,Female,37,0,196853.62,1,1,0,132770.11,0
774,Taipei,Female,35,3,121418.62,1,1,0,24400.37,0
585,Tainan,Male,36,10,0,2,1,0,180318.6,0
695,Taipei,Female,29,9,0,2,1,1,111565.45,0
729,Taichung,Female,42,4,97495.8,2,0,1,2002.5,0
713,Taipei,Female,42,3,0,2,0,1,82565.01,0
555,Tainan,Male,33,5,127343.4,1,0,0,121789.3,0
699,Tainan,Female,50,0,158633.61,1,1,1,193785.87,0
587,Taipei,Male,55,9,0,1,1,1,64593.07,0
762,Tainan,Female,69,9,183744.98,1,1,0,196993.69,0
510,Taipei,Male,44,6,0,2,1,0,175518.31,0
842,Tainan,Male,46,9,0,1,0,1,17268.02,0
608,Taipei,Male,31,7,79962.92,2,1,1,60901.72,0
850,Taipei,Female,36,10,0,2,1,0,100750.03,0
642,Taipei,Male,36,4,0,2,1,0,195224.91,0
850,Taipei,Male,33,7,140956.99,1,0,1,3510.18,0
